imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio
3541533,vinyl,1,1440,2560,384,856,1074,1751,16.75
3542080,paper,1,2560,1440,732,268,1870,1202,28.83
3542122,paper,1,4032,2268,1222,828,2605,1427,9.06
3542188,paper,1,4032,2268,1421,615,2752,1608,14.45
3542250,glass,1,2268,4032,803,1742,1506,2448,5.43
3542608,plastic,1,2268,4032,1017,1336,1367,2687,5.17
3542765,paper,1,2268,4032,794,1531,1528,2419,7.13
3542772,paper,1,2560,1440,646,306,1700,1176,24.87
3543393,paper,1,4608,2592,1530,911,2567,1416,4.38
3543473,plastic,1,2268,4032,788,1362,1329,2025,3.92
3543818,plastic,1,2268,4032,874,1909,1326,2205,1.46
3543923,vinyl,1,2610,4640,692,1066,1827,3143,19.47
3544161,can,1,2250,4000,753,1025,1572,2881,16.89
3544192,can,1,2250,4000,713,897,1459,2941,16.94
3544220,can,1,2250,4000,741,616,1631,2978,23.36
3544532,plastic,1,2268,4032,819,1490,1241,2350,3.97
3544931,plastic,1,2268,4032,844,1616,1408,2240,3.85
3545775,plastic,1,2268,4032,668,1399,1632,2788,14.64
3545891,plastic,1,3184,5664,1048,1580,2481,3996,19.2
3545944,plastic,1,3184,5664,601,2137,2503,3527,14.66
3546163,vinyl,1,2268,4032,794,1383,1367,2614,7.71
3546442,plastic,1,2268,4032,939,1701,1373,2202,2.38
3546493,pet,1,2268,4032,549,247,1511,3283,31.94
3546750,plastic,1,2268,4032,833,1578,1512,2488,6.76
3546828,plastic,1,2268,4032,699,1332,1683,2580,13.43
3547984,plastic,1,2592,4608,1105,2189,1613,2455,1.13
3549474,vinyl,1,2268,4032,898,1318,1455,2438,6.82
3549559,vinyl,1,2268,4032,850,1660,1458,2410,4.99
3549793,plastic,1,2268,4032,822,1544,1452,2466,6.35
3550958,pet,1,2322,4128,913,1609,1364,2528,4.32
3550976,vinyl,1,3184,5664,1106,2040,2132,3195,6.57
3551719,paper,1,2268,4032,381,1017,1792,2986,30.38
3551766,paper,1,2268,4032,813,1182,1583,2114,7.85
3551793,vinyl,1,4032,2268,1830,819,2268,1427,2.91
3552062,can,1,2268,4032,595,1128,1729,1830,8.71
3552163,glass,1,2268,4032,910,1348,1324,2905,7.05
3552424,plastic,1,2268,4032,1027,1404,1221,2627,2.59
3553820,plastic,1,2268,4032,789,1786,1493,2218,3.33
3554203,vinyl,1,2268,4032,450,1310,1908,3023,27.31
3554216,plastic,1,2268,4032,838,1578,1314,2328,3.9
3554218,vinyl,1,4128,2322,1758,516,2496,1425,7.0
3554326,plastic,1,2322,4128,793,1900,1216,2145,1.08
3554623,paper,1,2268,4032,713,1656,1578,2238,5.51
3554918,vinyl,1,2268,4032,895,1140,1298,2709,6.91
3555301,plastic,1,2268,4032,1014,1317,1241,2255,2.33
3555552,vinyl,1,2252,4000,369,1531,1702,2716,17.54
3556026,pack,1,2268,4032,929,1783,1250,2444,2.32
3556514,plastic,1,2268,4032,718,1578,1745,2236,7.39
3556957,pack,1,2268,4032,832,1339,1506,2470,8.34
3557096,vinyl,1,2268,4032,633,1162,1726,2438,15.25
3557257,vinyl,1,2268,4032,967,1468,1377,2425,4.29
3557826,plastic,1,2268,4032,1021,1528,1351,1862,1.21
3557889,plastic,1,2268,4032,999,1556,1380,2514,3.99
3558591,pack,1,2268,4032,1072,1432,1398,2009,2.06
3558597,can,1,2268,4032,1175,1786,1310,2041,0.38
3558849,plastic,1,2268,4032,743,1720,1588,2041,2.97
3558877,glass,1,3184,5664,1128,1478,1893,3970,10.57
3559369,vinyl,1,2268,4032,113,1087,2013,3304,46.06
3559498,glass,1,2268,4032,715,652,1688,3560,30.94
3559651,glass,1,2268,4032,795,1156,1537,3395,18.17
3559655,pack,1,2250,4000,844,1741,1366,2222,2.79
3559675,glass,1,2250,4000,1047,1619,1297,2328,1.97
3560234,pet,1,2250,4000,1053,1366,1375,2384,3.64
3560483,plastic,1,2250,4000,653,466,1591,3212,28.62
3560606,plastic,1,2268,4032,973,660,1244,3413,8.16
3560842,plastic,1,2268,4032,928,1175,1443,2385,6.81
3560909,plastic,1,2268,4032,1036,1651,1465,2079,2.01
3561163,plastic,1,2268,4032,885,1899,1332,2652,3.68
3561340,plastic,1,2268,4032,1033,1818,1471,2214,1.9
3561476,plastic,1,2268,4032,1128,1770,1361,2489,1.83
3562949,vinyl,1,2268,4032,643,1405,1263,2290,6.0
3563802,vinyl,1,2268,4032,895,1512,1405,2397,4.94
3563891,pack,1,2268,4032,895,1805,1251,2123,1.24
3564046,vinyl,1,1440,2560,545,964,764,1947,5.84
3564111,plastic,1,2610,4640,968,1519,1472,2287,3.2
3564157,vinyl,1,1440,2560,652,1154,1028,1538,3.92
3564190,glass,1,2610,4640,1022,2074,1425,2480,1.35
3564214,paper,1,2268,4032,674,1591,1559,2882,12.49
3564964,plastic,1,2268,4032,1021,1616,1458,2218,2.88
3565177,plastic,1,2252,4000,712,1847,1474,2603,6.4
3565631,paper,1,2268,4032,740,1553,1534,2652,9.54
3566431,can,1,2268,4032,939,1859,1339,2262,1.76
3566618,pet,1,2610,4640,682,1584,2016,2429,9.31
3566712,plastic,1,2268,4032,1065,1827,1323,2224,1.12
3566914,vinyl,1,2340,4160,673,1599,1653,2574,9.82
3567167,vinyl,1,2268,4032,1065,1562,1301,2498,2.42
3567745,pet,1,2610,4640,1065,1729,1845,2369,4.12
3567847,vinyl,1,4032,2268,1274,1052,2917,1518,8.37
3568291,vinyl,1,2252,4000,806,1709,1831,2578,9.89
3568294,plastic,1,2610,4640,330,1446,2146,2780,20.0
3568609,plastic,1,2610,4640,319,1450,2179,2646,18.37
3568895,vinyl,1,2268,4032,668,1591,1620,2325,7.64
3569022,plastic,1,2610,4640,823,1762,1552,2374,3.68
3569334,plastic,1,2610,4640,1059,1986,1515,2407,1.59
3569370,plastic,1,2610,4640,1106,1642,1638,2132,2.15
3569655,plastic,1,2610,4640,885,1780,1813,2512,5.61
3569662,plastic,1,2610,4640,754,1932,1682,2668,5.64
3569702,paper,1,2988,5312,91,1349,2698,3706,38.71
3569807,glass,1,2268,4032,665,60,1966,3695,51.72
3570005,glass,1,2268,4032,580,265,1843,3969,51.16
3570083,plastic,1,2268,4032,1087,1663,1307,2104,1.06
3570283,paper,1,2268,4032,787,1283,1531,2318,8.42
3570781,paper,1,2268,4032,769,1427,1446,2293,6.41
3570794,vinyl,1,2250,4000,328,1261,1792,2555,21.05
3570945,paper,1,2268,4032,856,1412,1536,2281,6.46
3570988,paper,1,2988,5312,1133,1955,1942,2992,5.29
3571543,paper,1,2268,4032,598,1140,1657,2511,15.88
3571819,paper,1,2268,4032,904,1314,1556,2177,6.15
3571904,plastic,1,2248,4000,703,1606,1523,2431,7.52
3572071,plastic,1,2268,4032,863,1521,1485,1994,3.22
3572228,pack,1,2268,4032,904,1503,1480,2098,3.75
3572371,vinyl,1,2610,4640,975,1939,1689,2889,5.6
3572654,vinyl,1,2268,4032,866,1276,1537,2476,8.81
3572748,pet,1,2268,4032,1040,1424,1314,2318,2.68
3572865,vinyl,1,2252,4000,790,1266,1687,2672,14.0
3572882,plastic,1,2268,4032,1016,1332,1200,2437,2.22
3573119,plastic,1,1836,3264,829,1237,933,2000,1.32
3573466,can,1,2268,4032,967,1610,1348,1972,1.51
3573499,plastic,1,2268,4032,992,1622,1298,2533,3.05
3573617,paper,1,2268,4032,457,1210,1726,2813,22.24
3573650,plastic,1,2268,4032,1068,1641,1418,2470,3.17
3573739,paper,1,1836,3264,701,1425,1102,1961,3.59
3574073,paper,1,1602,2848,182,605,1482,1880,36.33
3574100,plastic,1,2268,4032,873,1484,1521,2145,4.68
3574544,paper,1,2268,4032,781,1342,1399,2170,5.6
3575011,paper,1,2250,4000,788,1688,1378,2131,2.9
3575248,pack,1,2268,4032,1028,1504,1371,2072,2.13
3575290,paper,1,2268,4032,684,1301,1685,2725,15.59
3575370,paper,1,2268,4032,646,1358,1591,2627,13.11
3576046,pet,1,1840,3264,844,1262,1029,1862,1.85
3576084,plastic,1,1836,3264,760,1535,1114,1811,1.63
3576263,paper,1,2248,4000,409,1230,1992,2356,19.82
3576925,vinyl,1,2250,4000,628,1395,1516,1792,3.92
3577093,paper,1,2268,4032,778,1613,1455,2539,6.86
3577921,pet,1,2268,4032,974,1300,1367,2623,5.69
3578353,paper,1,2620,4656,841,1641,1714,2859,8.72
3578455,plastic,1,2592,4608,824,1573,1789,3103,12.36
3578495,paper,1,2268,4032,671,1341,1592,2598,12.66
3578519,paper,1,2268,4032,677,1412,1536,2361,8.91
3579193,glass,1,2268,4032,866,1263,1361,2441,6.38
3579688,plastic,1,1836,3264,732,1466,1039,1661,1.0
3579885,plastic,1,1836,3264,773,1619,966,1953,1.08
3579889,can,1,2268,4032,863,1380,1418,2589,7.34
3580113,can,1,2268,4032,806,1241,1449,2114,6.14
3580433,vinyl,1,1836,3264,536,1181,1476,2170,15.51
3580515,vinyl,1,1440,2560,430,860,874,1706,10.19
3580880,paper,1,2268,4032,258,1235,2092,2353,22.42
3581164,paper,1,2268,4032,356,1323,1669,2307,14.13
3581438,plastic,1,2268,4032,932,1619,1329,2514,3.89
3581527,plastic,1,2268,4032,397,1707,1903,2057,5.76
3582169,plastic,1,2620,4656,1281,1892,1456,3037,1.64
3582243,pet,1,2268,4032,946,1150,1303,2345,4.67
3582532,plastic,1,2250,4000,697,1297,1391,1894,4.6
3584593,paper,1,2272,4032,772,1295,1615,2555,11.59
3584731,pet,1,2268,4032,965,1415,1338,2591,4.8
3585536,pet,1,2268,4032,564,435,1714,3430,37.66
3586170,plastic,1,2268,4032,942,1588,1383,2196,2.93
3587252,can,1,2268,4032,791,1742,1647,2186,4.16
3587667,plastic,1,2268,4032,1074,1446,1300,2592,2.83
3587716,plastic,1,2268,4032,841,1568,1474,2608,7.2
3588547,pack,1,2268,4032,765,1427,1477,2164,5.74
3588695,plastic,1,2268,4032,917,1213,1380,2163,4.81
3589159,paper,1,2272,4032,780,1439,1556,2393,8.08
3589770,pack,1,2272,4032,690,1150,1522,2133,8.93
3589852,plastic,1,2340,4160,1017,1918,1180,2460,0.91
3589914,glass,1,1440,2560,554,852,830,1518,4.99
3589982,vinyl,1,1440,2560,472,914,1022,1610,10.38
3591378,vinyl,1,1440,2560,496,782,1016,1674,12.58
3591468,plastic,1,2268,4032,847,1225,1451,2479,8.28
3591483,plastic,1,2268,4032,964,1515,1225,2151,1.82
3591509,glass,1,1440,2560,604,1006,810,1554,3.06
3591615,plastic,1,2560,1440,922,652,1556,802,2.58
3591631,plastic,1,1440,2560,588,974,858,1592,4.53
3591696,vinyl,1,2268,4032,432,1342,1704,2435,15.2
3591726,pack,1,2560,1440,1196,513,1564,848,3.34
3591820,paper,1,2988,5312,1000,1130,2220,3349,17.06
3591876,plastic,1,2592,4608,1206,2228,1541,2621,1.1
3591895,plastic,1,2592,4608,1112,1912,1523,2412,1.72
3591900,plastic,1,2592,4608,1163,1760,1660,2416,2.73
3591969,pack,1,2248,4000,866,1572,1360,2228,3.6
3591991,pet,1,2248,4000,988,1381,1351,2406,4.14
3592021,plastic,1,2248,4000,825,1238,1194,2388,4.72
3592189,vinyl,1,2592,4608,907,1613,1692,2563,6.24
3592427,plastic,1,2268,4032,923,1827,1449,2277,2.59
3592457,vinyl,1,2268,4032,1011,1859,1326,2010,0.52
3592512,plastic,1,1836,3264,668,1462,1160,2027,4.64
3592523,pet,1,1836,3264,742,1242,959,1609,1.33
3592990,plastic,1,2268,4032,895,1928,1525,2104,1.21
3593506,paper,1,2268,4032,759,1339,1662,2542,11.88
3593652,paper,1,2340,4160,559,1518,1719,2548,12.27
3593669,pet,1,2268,4032,869,1247,1465,2426,7.68
3593689,vinyl,1,2988,5312,569,1228,2656,3781,33.57
3593753,pet,1,2268,4032,1099,1629,1273,2101,0.9
3594247,plastic,1,2268,4032,745,1306,1496,2287,8.06
3594516,paper,1,2268,4032,636,1274,1729,2202,11.09
3594553,paper,1,2268,4032,762,1607,1600,2142,4.9
3594576,paper,1,4128,2322,1106,388,3031,1906,30.49
3594589,vinyl,1,1440,2560,496,1052,970,1620,7.3
3594637,paper,1,1836,3264,739,1385,1081,1767,2.18
3594671,paper,1,1836,3264,788,1147,1051,1596,1.97
3594750,paper,1,2268,4032,951,1257,1525,2249,6.23
3594900,pet,1,2272,4032,614,740,1572,3166,25.37
3594951,plastic,1,2268,4032,929,466,1191,3040,7.37
3594955,plastic,1,2272,4032,397,1206,1639,2974,23.97
3595000,paper,1,1836,3264,561,1436,1097,1660,2.0
3595067,plastic,1,2268,4032,948,1471,1348,2170,3.06
3595107,pet,1,2268,4032,953,1335,1460,2586,6.94
3595185,vinyl,1,4032,2268,1644,410,2145,1487,5.9
3595202,plastic,1,5312,2988,1905,1311,3225,1668,2.97
3595242,paper,1,2268,4032,961,1726,1336,2432,2.9
3595580,paper,1,2252,4000,946,1556,1296,2663,4.3
3595624,vinyl,1,2268,4032,542,1446,1682,2159,8.89
3595675,plastic,1,2252,4000,650,1656,1346,3091,11.09
3595694,plastic,1,2268,4032,964,1770,1263,2133,1.19
3595822,paper,1,2252,4000,575,1166,1530,3178,21.33
3595856,vinyl,1,2268,4032,617,1087,1824,1799,9.4
3595889,paper,1,2268,4032,781,1471,1521,2642,9.48
3595895,paper,1,2252,4000,647,1084,1481,3291,20.43
3595981,paper,1,2268,4032,1052,1059,1446,2359,5.6
3596056,paper,1,2268,4032,1033,1417,1335,2098,2.25
3596057,paper,1,2268,4032,1030,1370,1339,2082,2.41
3596090,paper,1,2268,4032,917,1717,1427,2318,3.35
3596098,plastic,1,2268,4032,841,1446,1418,2564,7.05
3596258,paper,1,2604,4624,863,1301,1658,2456,7.63
3596273,plastic,1,2268,4032,907,1758,1395,2337,3.09
3596365,paper,1,2604,4624,917,1257,1969,2792,13.41
3596375,pack,1,2268,4032,1080,1792,1373,2331,1.73
3596391,pack,1,2268,4032,885,1799,1351,2268,2.39
3596450,vinyl,1,2268,4032,567,1277,1637,2665,16.24
3596519,paper,1,2268,4032,413,1326,1890,2592,20.45
3596534,vinyl,1,2268,4032,520,1531,1786,2933,19.41
3596603,paper,1,2268,4032,879,1484,1455,2511,6.47
3596605,can,1,2988,5312,930,2424,2245,2793,3.06
3596710,can,1,2988,5312,1038,2511,2125,2764,1.73
3596778,can,1,2268,4032,869,1594,1251,2088,2.06
3596835,pack,1,2268,4032,942,1421,1503,1899,2.93
3596836,can,1,2988,5312,1525,2196,1745,3093,1.24
3596936,paper,1,2268,4032,828,1314,1433,2126,5.37
3596948,glass,1,2268,4032,939,1575,1247,2240,2.24
3596981,pack,1,2268,4032,851,1588,1380,2300,4.12
3597000,plastic,1,2268,4032,526,1610,1676,2300,8.68
3597001,pack,1,2268,4032,819,1285,1351,2051,4.46
3597121,plastic,1,2268,4032,895,1613,1496,2570,6.29
3597133,plastic,1,2268,4032,854,1635,1402,2504,5.21
3597150,plastic,1,2268,4032,794,1641,1373,2277,4.03
3597184,vinyl,1,2268,4032,583,1702,1729,2205,6.3
3597206,plastic,1,2268,4032,775,1528,1411,2262,5.1
3597265,pack,1,2268,4032,835,1795,1414,2460,4.21
3597276,pet,1,2268,4032,917,1440,1273,2618,4.59
3597307,pack,1,2268,4032,724,1440,1701,2359,9.82
3597318,vinyl,1,2268,4032,929,1707,1304,2274,2.33
3597333,vinyl,1,2268,4032,639,980,1603,2684,17.96
3597406,paper,1,2268,4032,517,1594,1682,2378,9.99
3597454,can,1,2268,4032,863,1534,1399,2262,4.27
3597549,vinyl,1,2268,4032,554,898,1862,2750,26.49
3597557,vinyl,1,2268,4032,485,983,1707,2715,23.14
3597576,can,1,2268,4032,787,1531,1503,2350,6.41
3597684,pet,1,2268,4032,926,1336,1332,2603,5.63
3597693,paper,1,2268,4032,762,712,1304,3147,14.43
3597709,pack,1,2268,4032,851,1395,1380,2454,6.13
3597717,pack,1,2268,4032,822,1282,1449,2529,8.55
3597752,plastic,1,2620,4656,1172,1873,1517,2877,2.84
3597753,paper,1,1440,2560,540,1005,934,1660,7.0
3597848,plastic,1,2620,4656,979,1928,1674,2794,4.93
3597883,paper,1,2268,4032,636,1647,1496,2318,6.31
3597948,plastic,1,2268,4032,1109,1572,1288,1994,0.83
3597972,vinyl,1,2268,4032,942,1600,1282,2328,2.71
3597998,vinyl,1,2620,4656,804,1568,1994,3143,15.36
3598011,vinyl,1,2620,4656,822,1746,1849,3056,11.03
3598080,paper,1,2268,4032,570,1594,1824,2394,10.97
3598166,plastic,1,4032,2268,961,832,2832,1433,12.3
3598189,vinyl,1,4032,2272,1579,1089,2301,1434,2.72
3598249,vinyl,1,2268,4032,951,1660,1251,2164,1.65
3598276,vinyl,1,2268,4032,691,1666,1748,2627,11.11
3598301,can,1,2250,4000,963,1238,1306,2512,4.86
3598310,plastic,1,2268,4032,844,1591,1414,2608,6.34
3598328,plastic,1,2268,4032,491,1496,1720,2369,11.73
3598375,can,1,2268,4032,649,1836,1597,2334,5.16
3598455,plastic,1,4032,2268,1780,1096,2262,1235,0.73
3598523,plastic,1,2268,4032,936,1921,1417,2334,2.17
3598574,can,1,4032,2272,1755,1017,2521,1221,1.71
3598576,plastic,1,2268,4032,712,1625,1411,2309,5.23
3598660,pack,1,2268,4032,882,1575,1383,2630,5.78
3598753,vinyl,1,2268,4032,362,1087,1849,2810,28.02
3598777,vinyl,1,2268,4032,633,1723,1651,2397,7.5
3598798,paper,1,2250,4000,719,1302,1538,1781,4.36
3598918,plastic,1,1440,2560,594,1064,862,1330,1.93
3598931,vinyl,1,2268,4032,809,1688,1665,2764,10.07
3598958,plastic,1,2272,4032,841,1273,1396,2498,7.42
3598969,plastic,1,2268,4032,718,1251,1540,2334,9.74
3598984,plastic,1,2268,4032,696,1531,1528,2813,11.66
3598991,paper,1,2268,4032,853,1462,1534,2303,6.26
3599018,plastic,1,2268,4032,643,1169,1625,2678,16.2
3599046,glass,1,2268,4032,976,1692,1301,2240,1.95
3599056,plastic,1,2268,4032,986,1707,1317,2158,1.63
3599085,plastic,1,2268,4032,932,1556,1314,2328,3.22
3599093,vinyl,1,2268,4032,422,1206,1692,2592,19.25
3599107,paper,1,2268,4032,762,967,1704,2778,18.66
3599112,can,1,2268,4032,690,1570,1386,2344,5.89
3599117,plastic,1,2268,4032,1077,1770,1219,2252,0.75
3599264,plastic,1,2268,4032,822,1339,1260,2292,4.56
3599280,can,1,2268,4032,900,1322,1288,2789,6.22
3599330,plastic,1,2268,4032,630,1496,1676,2548,12.03
3599371,vinyl,1,2268,4032,970,1603,1292,2495,3.14
3599478,paper,1,2268,4032,82,1452,1988,3446,41.56
3599535,paper,1,2268,4032,612,875,1808,2537,21.74
3599557,plastic,1,2268,4032,901,1619,1354,2117,2.47
3599560,plastic,1,1440,2560,626,1198,892,1252,0.39
3599580,vinyl,1,1440,2560,527,1122,918,1791,7.1
3599599,vinyl,1,1440,2560,602,1012,876,1584,4.25
3599603,paper,1,2268,4032,740,1159,1780,2570,16.05
3599628,paper,1,2268,4032,655,1188,1673,2473,14.3
3599657,plastic,1,3184,5664,637,1912,2543,3823,20.2
3599681,plastic,1,1440,2560,454,1100,986,1453,5.09
3599698,pet,1,1440,2560,616,958,760,1470,2.0
3599775,paper,1,1440,2560,584,996,948,1544,5.41
3599801,paper,1,2268,4032,515,1353,1694,2952,20.62
3599937,paper,1,2268,4032,482,1224,1767,2643,19.94
3599940,vinyl,1,2268,4032,602,1408,1663,2520,12.9
3600001,plastic,1,1440,2560,556,1096,806,1340,1.65
3600056,vinyl,1,4032,2272,1540,725,2555,1598,9.67
3600062,can,1,2268,4032,794,1550,1503,2271,5.59
3600084,vinyl,1,2268,4032,769,1572,1663,2983,13.79
3600089,paper,1,2268,4032,917,1685,1487,2501,5.09
3600111,can,1,2268,4032,940,1327,1434,2501,6.34
3600145,plastic,1,2268,4032,986,1326,1295,2602,4.31
3600152,can,1,2268,4032,772,1099,1417,2718,11.42
3600210,glass,1,1836,3264,495,1336,1023,1660,2.85
3600260,plastic,1,2268,4032,630,1175,1638,2410,13.61
3600261,plastic,1,1440,2560,540,1054,964,1476,4.85
3600322,glass,1,2268,4032,570,1225,1777,3093,24.66
3600380,plastic,1,2268,4032,725,1559,1528,2148,5.17
3600395,plastic,1,2268,4032,821,1540,1405,2366,5.28
3600405,plastic,1,2268,4032,794,1468,1500,2219,5.8
3600421,plastic,1,2268,4032,869,1569,1345,2320,3.91
3600454,plastic,1,2560,1440,816,482,1782,982,13.1
3600465,paper,1,2268,4032,693,1386,1591,2548,11.41
3600535,pet,1,2268,4032,863,491,1515,2955,17.57
3600600,paper,1,2322,4128,951,1416,1474,2973,8.5
3600612,paper,1,2268,4032,769,1392,1537,2529,9.55
3600646,paper,1,1440,2560,632,1132,915,1771,4.91
3600664,vinyl,1,2268,4032,636,1185,1748,2444,15.31
3600702,plastic,1,2268,4032,1112,2025,1440,2347,1.15
3600735,pack,1,2268,4032,769,1260,1625,2605,12.59
3600747,paper,1,2268,4032,665,1188,1619,3062,19.55
3600808,plastic,1,2268,4032,340,1134,1704,2514,20.58
3600828,plastic,1,2268,4032,611,1556,1421,2441,7.84
3600830,vinyl,1,2592,4608,914,2264,1519,2995,3.7
3600947,paper,1,2268,4032,230,1039,2044,3068,40.25
3600968,pack,1,2268,4032,756,1446,1515,2583,9.44
3600978,plastic,1,2268,4032,652,488,1525,2403,18.28
3600990,pack,1,2268,4032,570,1474,1477,2602,11.19
3600993,plastic,1,2268,4032,567,866,1430,2570,16.08
3601053,paper,1,2268,4032,564,1147,1871,2832,24.08
3601074,vinyl,1,2268,4032,873,1528,1454,2725,7.61
3601080,plastic,1,2268,4032,863,2007,1474,2246,1.6
3601117,vinyl,1,2268,4032,350,1380,2032,2769,25.55
3601140,vinyl,1,2268,4032,939,1824,1471,2271,2.6
3601292,plastic,1,2268,4032,939,1414,1487,3213,10.78
3601338,vinyl,1,2340,4160,868,1323,1427,3136,10.41
3601370,plastic,1,2268,4032,737,1928,1600,2243,2.97
3601402,plastic,1,2268,4032,962,1080,1428,2665,8.08
3601409,can,1,2268,4032,876,1200,1531,1862,4.74
3601444,plastic,1,2268,4032,958,1137,1084,3156,2.78
3601452,plastic,1,2268,4032,1084,948,1260,2889,3.74
3601496,plastic,1,1840,3264,821,1298,1009,1953,2.05
3601579,paper,1,2268,4032,750,1433,1616,2054,5.88
3601600,paper,1,1840,3264,691,1007,1134,1673,4.91
3601609,plastic,1,1836,3264,783,1443,1028,1846,1.65
3601652,vinyl,1,1836,3264,801,1367,1094,1912,2.66
3601660,plastic,1,2252,4000,590,1525,1062,2197,3.52
3601674,paper,1,2268,4032,277,1074,2013,3065,37.8
3601685,paper,1,2268,4032,226,1132,2020,3225,41.06
3601719,plastic,1,2268,4032,781,1786,1298,2296,2.88
3601740,plastic,1,2268,4032,907,1600,1607,2243,4.92
3601765,paper,1,2268,4032,479,1260,2013,3103,30.92
3601771,plastic,1,2268,4032,882,1670,1430,2552,5.29
3601869,glass,1,2268,4032,926,1449,1298,2470,4.15
3601905,plastic,1,2252,4000,425,788,1908,2281,24.58
3601935,can,1,2252,4000,459,1041,1376,1753,7.25
3601988,plastic,1,2252,4000,378,1350,1643,2556,16.94
3602014,plastic,1,2268,4032,343,1714,1846,2013,4.91
3602058,plastic,1,2268,4032,1345,1232,1521,2804,3.03
3602109,plastic,1,2252,4000,394,722,1862,2072,22.0
3602162,glass,1,2250,4000,947,1372,1275,2434,3.87
3602189,paper,1,2268,4032,454,1175,1984,2926,29.3
3602198,paper,1,2268,4032,804,1514,1523,2509,7.82
3602199,vinyl,1,2268,4032,375,1150,1732,2608,21.64
3602272,paper,1,2268,4032,403,1225,1868,2950,27.64
3602316,plastic,1,2268,4032,891,1726,1414,1997,1.55
3602452,paper,1,2268,4032,655,1070,1692,2558,16.87
3602469,vinyl,1,2268,4032,809,1471,1559,2454,8.06
3602474,vinyl,1,2268,4032,863,1726,1361,2280,3.02
3602487,can,1,2250,4000,722,1422,1559,1894,4.39
3602488,plastic,1,2268,4032,488,1588,1758,2394,11.19
3602565,plastic,1,2250,4000,891,700,1423,2637,11.45
3602637,plastic,1,2250,4000,125,1306,2056,2556,26.82
3602670,vinyl,1,2268,4032,878,1729,1566,2409,5.12
3602794,plastic,1,4032,2268,1708,923,2362,1440,3.7
3602864,glass,1,2268,4032,942,1843,1455,2133,1.63
3602921,plastic,1,1836,3264,747,1556,1007,1925,1.6
3603021,plastic,1,2268,4032,904,1918,1402,2211,1.6
3603065,can,1,3184,5664,1287,1606,1818,3323,5.06
3603092,plastic,1,2268,4032,967,1877,1449,2136,1.37
3603095,can,1,3184,5664,1420,2491,1875,3421,2.35
3603098,glass,1,2268,4032,421,1357,1370,2807,15.05
3603119,plastic,1,2268,4032,1008,1093,1307,2668,5.15
3603223,vinyl,1,2268,4032,873,1718,1377,2303,3.22
3603276,plastic,1,2268,4032,728,1714,1528,2174,4.02
3603336,paper,1,2268,4032,778,1591,1651,2344,7.19
3603357,plastic,1,2268,4032,942,1997,1578,2315,2.21
3603388,paper,1,2268,4032,630,1411,1503,2504,10.43
3603468,pack,1,1836,3264,804,1297,1012,1792,1.72
3603476,plastic,1,2268,4032,917,1610,1421,2196,3.23
3603529,pack,1,5664,3184,2571,1424,3217,1747,1.16
3603691,paper,1,1152,2048,352,781,736,1294,8.35
3603712,plastic,1,2268,4032,904,841,1203,3257,7.9
3603809,plastic,1,2268,4032,838,1660,1468,2511,5.86
3603889,pack,1,2268,4032,895,1818,1373,2322,2.63
3603998,can,1,2268,4032,684,1676,1534,2429,7.0
3604010,plastic,1,2268,4032,517,1581,1654,2592,12.57
3604016,plastic,1,2268,4032,882,1663,1436,2807,6.93
3604025,paper,1,1152,2048,341,613,835,1139,11.01
3604174,plastic,1,2268,4032,687,1679,1600,2592,9.12
3604183,plastic,1,2268,4032,964,1836,1370,2199,1.61
3604201,plastic,1,1152,2048,442,838,643,1094,2.18
3604215,plastic,1,1152,2048,429,723,662,1016,2.89
3604216,can,1,2268,4032,649,986,1427,3150,18.41
3604327,paper,1,2268,4032,762,1629,1584,2186,5.01
3604349,plastic,1,1152,2048,430,846,670,1291,4.53
3604354,plastic,1,2250,4000,1019,1109,1325,2641,5.21
3604397,paper,1,2268,4032,778,1424,1787,2270,9.33
3604416,pack,1,2268,4032,1008,1348,1351,1795,1.68
3604450,plastic,1,1152,2048,466,688,686,1283,5.55
3604612,paper,1,2268,4032,1011,1666,1449,2265,2.87
3604675,plastic,1,2322,4128,793,1977,1284,2383,2.08
3604692,paper,1,2268,4032,999,1562,1345,2403,3.18
3604762,plastic,1,2252,4000,297,1504,1405,2334,10.21
3604770,can,1,2268,4032,1005,1692,1295,2233,1.72
3604822,plastic,1,2268,4032,945,1421,1295,2451,3.94
3604948,plastic,1,2268,4032,860,1496,1411,2402,5.46
3605001,vinyl,1,2268,4032,1021,1673,1288,2224,1.61
3605003,plastic,1,2268,4032,1077,1351,1342,2337,2.86
3605112,plastic,1,1440,2560,472,716,954,1868,15.06
3605150,vinyl,1,2250,4000,745,1582,1474,2152,4.62
3605221,glass,1,2560,1440,463,573,1760,1000,15.02
3605230,plastic,1,2268,4032,1118,1537,1506,2419,3.74
3605291,plastic,1,2252,4000,687,747,1334,2837,15.01
3605310,plastic,1,2252,4000,659,1169,1356,2657,11.51
3605369,can,1,2250,4000,1061,1443,1299,2311,2.3
3605410,plastic,1,2252,4000,812,822,1502,2763,14.87
3605446,paper,1,2252,4000,59,1662,2011,2044,8.28
3605475,glass,1,2268,4032,791,1582,1515,2139,4.41
3605561,vinyl,1,2272,4032,942,1754,1415,2597,4.35
3605585,vinyl,1,2250,4000,825,1469,1556,2328,6.98
