imagePath,label,Shape_num,point1_x,point1_y,point2_x,point2_y,AllPixelMeanR,AllPixelMeanG,AllPixelMeanB,bBoxMeanR,bBoxMeanG,bBoxMeanB,eBoxMeanR,eBoxMeanG,eBoxMeanB
3586685,vinyl,4,869.3433395872419,518.3999999999999,1801.1257035647277,935.9999999999998,141,143,132,125,160,131,141,143,132
3586961,pack,5,1128.0000000000005,360.00071999999994,1502.0006400000004,804.0002399999998,120,120,111,116,141,133,120,120,111
3586961,vinyl,5,766.0019200000002,447.99984000000006,1274.0006400000002,1046.00016,120,120,111,116,141,133,120,120,111
3586961,glass,5,1233.99936,930.00024,1441.99936,1170.00072,120,120,111,116,141,133,120,120,111
3586961,can,5,1435.99872,506.00016,1745.99936,730.0008,120,120,111,116,141,133,120,120,111
3586961,pack,5,1300.0,730.00008,1602.00064,1038.00024,120,120,111,116,141,133,120,120,111
3587097,pack,4,1125.9993600000005,295.9992,1450.0006400000002,731.99952,118,114,105,128,115,122,118,114,105
3587097,can,4,1436.6560499259456,341.9992800000006,1659.998976000002,527.9997600000006,118,114,105,128,115,122,118,114,105
3587097,vinyl,4,900.0,417.9996,1324.0,919.99944,118,114,105,128,115,122,118,114,105
3587097,can,4,1270.0006400000002,530.0006400000001,1590.0006400000002,1026.0,118,114,105,128,115,122,118,114,105
3591527,glass,3,1225.9993600000005,443.99952,1625.9993600000005,699.9998400000001,117,115,106,122,135,106,117,115,106
3591527,plastic,3,971.99872,699.9998399999998,1288.0,1019.9995199999998,117,115,106,122,135,106,117,115,106
3591527,can,3,1303.999744,736.0005599999997,1537.999616,972.0007199999998,117,115,106,122,135,106,117,115,106
3591615,plastic,1,921.9993600000004,651.9996,1555.9987200000005,802.00008,113,111,104,114,114,109,113,111,104
3591726,pack,1,1196.2181818181816,512.6213592233009,1563.9272727272726,848.1553398058253,131,129,121,150,153,151,131,129,121
3591735,can,2,1069.1764705882354,445.560538116592,1615.5966386554624,686.6367713004485,128,125,118,141,144,144,128,125,118
3591735,paper,2,1077.7815126050418,721.0762331838567,1553.2100840336134,863.139013452915,128,125,118,141,144,144,128,125,118
3591983,plastic,2,827.99872,789.99984,1368.0,1028.0001599999998,101,100,89,93,113,77,101,100,89
3591983,vinyl,2,740.0,464.0004,1557.99936,866.0008799999999,101,100,89,93,113,77,101,100,89
3596013,plastic,2,1303.998976,552.0002400000012,1525.9991039999998,884.6921781190456,120,116,108,193,207,219,120,116,108
3596013,paper,2,913.9993600000072,406.0000800000005,1646.6702470370303,989.346289059522,120,116,108,193,207,219,120,116,108
3596086,plastic,3,1314.240080183712,518.409678242128,1519.9989759999853,836.0719534062941,117,115,108,195,208,222,117,115,108
3596086,paper,3,904.0,380.0001600000001,1624.0,951.99984,117,115,108,195,208,222,117,115,108
3596086,pack,3,1517.9997440000002,687.9996,1755.9996160000003,946.00008,117,115,108,195,208,222,117,115,108
3596202,plastic,3,1161.9993599999984,618.6666687202255,1225.9993599999984,994.8002916964068,120,116,109,141,153,163,120,116,109
3596202,paper,3,613.99936,545.9997600000002,893.99936,853.9999200000002,120,116,109,141,153,163,120,116,109
3596202,paper,3,764.0000000000003,435.9996,1556.0000000000005,1054.0000799999998,120,116,109,141,153,163,120,116,109
3596312,paper,5,936.7027651864114,392.6448941458349,1678.6788175925872,974.0001600000024,109,106,98,161,173,187,109,106,98
3596312,paper,5,1569.9991039999998,573.9998399999997,1819.998976,852.0004799999998,109,106,98,161,173,187,109,106,98
3596312,vinyl,5,1155.9987200000005,236.00088000000008,1427.9987200000005,410.0004000000001,109,106,98,161,173,187,109,106,98
3596312,plastic,5,1254.6583282104586,528.8599666940873,1302.921553531349,885.5393757236903,109,106,98,161,173,187,109,106,98
3596312,plastic,5,1187.8106921344674,439.95028902780086,1298.9454448516726,795.128454362005,109,106,98,161,173,187,109,106,98
3597324,plastic,2,838.9915966386563,533.8116591928252,1292.907563025211,981.5246636771308,120,117,109,87,95,98,120,117,109
3597324,pack,2,1360.7112798811215,503.9066225658453,1747.1476657871667,977.299266786586,120,117,109,87,95,98,120,117,109
3597887,paper,3,1052.001279999993,779.9999759999903,1409.5707258587054,908.354990550322,148,149,145,144,142,137,148,149,145
3597887,paper,3,1046.0006399999952,434.0008799999961,1711.999999999988,817.5641846618223,148,149,145,144,142,137,148,149,145
3597887,paper,3,1442.0,759.9996,1630.0,1009.99944,148,149,145,144,142,137,148,149,145
3598056,paper,3,1055.9993600000007,594.0007200000023,1219.9993600000007,972.4708113971576,138,141,140,132,118,108,138,141,140
3598056,paper,3,1481.99936,489.9996,1974.00064,1162.00008,138,141,140,132,118,108,138,141,140
3598056,paper,3,1202.0006400000002,484.00056000000006,1610.0006400000002,1252.00008,138,141,140,132,118,108,138,141,140
3598313,paper,5,842.00064,418.00032,1234.0006400000002,894.0009599999998,133,137,134,128,128,125,133,137,134
3598313,paper,5,1220.0008959999918,547.9999199999977,1358.0010239999913,826.8637322756855,133,137,134,128,128,125,133,137,134
3598313,paper,5,515.99872,460.00008,995.99872,1002.0002399999998,133,137,134,128,128,125,133,137,134
3598313,paper,5,550.5836842432409,718.3274148673635,759.5105647429739,917.3299923852836,133,137,134,128,128,125,133,137,134
3598313,paper,5,843.1881001539252,898.4745699077208,1257.6661866649683,1031.0212408049792,133,137,134,128,128,125,133,137,134
3598490,paper,2,1292.0000000000005,481.99968,1626.0006400000004,904.00032,151,152,147,164,159,147,151,152,147
3598490,paper,2,824.0,386.0006399999999,1240.0,976.00032,151,152,147,164,159,147,151,152,147
3599096,paper,2,1034.0006400000002,496.0008,1586.0006400000002,942.00048,149,150,146,145,134,125,149,150,146
3599096,pack,2,1198.2521008403344,684.4843049327351,1400.4705882352923,882.5112107623318,149,150,146,145,134,125,149,150,146
3599441,paper,3,1031.026332313747,416.00088000000005,1532.0,788.0003999999997,148,149,144,129,122,111,148,149,144
3599441,plastic,3,1027.0617373333846,307.99944000000005,1200.0010239999997,489.99959999999976,148,149,144,129,122,111,148,149,144
3599441,paper,3,1024.0012800000002,797.99976,1714.0006400000002,1115.99928,148,149,144,129,122,111,148,149,144
3599539,pack,3,1443.9987199999998,407.99952,1603.9987199999998,565.9992,145,147,142,121,110,94,145,147,142
3599539,paper,3,1107.9987199999991,724.0450350470988,1727.9999999999986,985.9996799999992,145,147,142,121,110,94,145,147,142
3599539,paper,3,1109.9993599999996,349.97684247645054,1562.0006399999995,717.9774824764506,145,147,142,121,110,94,145,147,142
3600454,plastic,1,816.0000000000001,481.9996800000002,1782.0006400000002,981.9993600000004,125,141,131,162,210,210,125,141,131
3600469,vinyl,2,978.0006400000008,757.1055908772182,1549.556442486281,1164.0002400000003,132,126,118,118,116,111,132,126,118
3600469,glass,2,875.9987199999999,258.00048,1473.9993599999998,740.00016,132,126,118,118,116,111,132,126,118
3600514,glass,2,1008.0,280.00000000000006,1488.0,698.0000000000001,120,114,106,121,120,116,120,114,106
3600514,paper,2,1124.0,741.9999999999998,1604.0,993.9999999999998,120,114,106,121,120,116,120,114,106
3605221,glass,1,462.9629629629629,572.8395061728395,1760.4938271604938,1000.0,95,96,93,97,104,103,95,96,93
3654551,plastic,2,1056.4322131796844,777.8499856602673,1435.4166666666667,954.1666666666669,104,91,75,122,114,101,104,91,75
3654551,plastic,2,1142.7083333333337,322.9166666666667,1605.2083333333337,765.625,104,91,75,122,114,101,104,91,75
3655681,plastic,2,1076.3440860215053,620.4301075268817,1591.3978494623657,879.5698924731182,98,83,67,123,114,97,98,83,67
3655681,vinyl,2,920.7100591715975,900.5917159763314,1241.9354838709676,1110.752688172043,98,83,67,123,114,97,98,83,67
3656754,pet,1,908.6021505376344,541.9354838709677,1482.7956989247311,778.494623655914,162,151,137,146,139,121,162,151,137
3682354,vinyl,2,892.4528301886792,557.5471698113207,1161.99936,956.00016,140,135,122,149,161,143,140,135,122
3682354,plastic,2,1149.9993599999998,533.99952,1535.9987199999998,920.00016,140,135,122,149,161,143,140,135,122
3683452,paper,4,1097.8339908718187,459.7122302158273,1400.7116887135453,579.1366906474818,132,130,119,157,163,152,132,130,119
3683452,pack,4,1228.3400809716595,556.2753036437247,1439.247311827957,747.8494623655913,132,130,119,157,163,152,132,130,119
3683452,plastic,4,1021.4574898785424,613.7651821862348,1233.7944219523167,819.2120257909731,132,130,119,157,163,152,132,130,119
3683452,vinyl,4,1194.4908522523444,726.7206477732793,1398.73417721519,975.9493670886076,132,130,119,157,163,152,132,130,119
3683616,plastic,3,1009.4674556213018,560.9467455621302,1307.3105554495132,943.3352420945472,138,132,119,143,143,140,138,132,119
3683616,pack,3,1251.4792899408285,611.2426035502958,1615.9763313609467,899.4082840236687,138,132,119,143,143,140,138,132,119
3683616,plastic,3,1312.4260355029587,845.5621301775149,1441.9354838709676,977.4193548387096,138,132,119,143,143,140,138,132,119
3683742,pack,2,1197.287356321839,594.2526335632184,1545.9770114942528,843.6781609195402,137,130,118,156,158,152,137,130,118
3683742,plastic,2,1054.00064,522.0000000000001,1278.00064,908.0006400000002,137,130,118,156,158,152,137,130,118
3685751,glass,2,1187.999616,909.9993600000004,1333.999744,1062.0000000000002,134,130,119,133,143,146,134,130,119
3685751,can,2,1020.0,514.0008000000003,1584.00128,924.0004800000002,134,130,119,133,143,146,134,130,119
3698470,plastic,1,871.500288,436.49928,1029.000192,590.9997599999999,169,161,153,164,157,149,169,161,153
3744855,glass,4,1500.0006400000002,663.999336,1664.0006400000002,777.999384,107,105,98,144,144,154,107,105,98
3744855,pack,4,1162.00128,345.99960000000004,1358.00128,541.99944,107,105,98,144,144,154,107,105,98
3744855,vinyl,4,924.0,504.0,1351.99872,926.00064,107,105,98,144,144,154,107,105,98
3744855,can,4,1299.9996159999998,504.00072,1525.9997439999995,952.00056,107,105,98,144,144,154,107,105,98
3750905,plastic,1,924.8520710059172,418.3431952662723,1552.6627218934912,1002.9585798816568,187,183,177,186,186,183,187,183,177
3751033,plastic,1,1033.99936,517.99968,1488.0,922.00032,179,175,169,175,181,178,179,175,169
3770052,pack,2,1059.4890510948903,670.8029197080291,1367.883211678832,976.2773722627736,132,135,128,132,147,129,132,135,128
3770052,pack,2,1159.1240875912408,531.3868613138686,1464.5985401459852,795.985401459854,132,135,128,132,147,129,132,135,128
3806352,paper,2,781.339950372207,447.22466960352114,1743.8778453315176,1075.2422907488924,119,117,107,89,109,157,119,117,107
3806352,vinyl,2,1127.0043403748875,275.1878313852593,1391.166253101734,459.911894273125,119,117,107,89,109,157,119,117,107
4035751,vinyl,2,1352.200256672269,338.200623,2104.85,1076.9004449999993,133,127,115,146,137,119,133,127,115
4035751,vinyl,2,1143.2098765432097,337.037037037037,1780.6300329876542,982.4735457901236,133,127,115,146,137,119,133,127,115
4052348,plastic,2,1330.0006400000002,417.9996,1466.0006400000002,869.9997599999999,154,138,124,149,155,160,154,138,124
4052348,vinyl,2,970.00064,418.00032,1368.00128,948.00096,154,138,124,149,155,160,154,138,124
4060328,plastic,4,1221.524288,1032.399288,2089.275712,1321.65,121,108,94,126,132,134,121,108,94
4060328,vinyl,4,1372.825712,576.275445,2328.395061728395,1130.8641975308642,121,108,94,126,132,134,121,108,94
4060328,can,4,1219.3,852.9357191851855,1574.074074074074,1192.5925925925926,121,108,94,126,132,134,121,108,94
4060328,vinyl,4,1005.701424,663.0501780000001,1406.201424,1032.40089,121,108,94,126,132,134,121,108,94
4060470,paper,4,954.525712,220.274199,1341.6742880000002,847.7247329999999,132,121,110,131,134,141,132,121,110
4060470,pet,4,1347.3993856188986,416.07464399999486,1662.0757119999796,1047.973931999988,132,121,110,131,134,141,132,121,110
4060470,vinyl,4,763.1757119999985,640.7999999999964,1364.7449496230035,1197.0496439999938,132,121,110,131,134,141,132,121,110
4060470,vinyl,4,764.1081741787626,852.4843049327351,1357.154267798123,1133.7660944238205,132,121,110,131,134,141,132,121,110
4065412,vinyl,3,848.00128,419.9997599999999,1244.0,849.9995999999999,157,144,122,137,137,115,157,144,122
4065412,can,3,996.0,838.0000799999998,1522.00064,1033.9999199999995,157,144,122,137,137,115,157,144,122
4065412,can,3,1109.9993599999998,429.99984,1613.9993599999998,853.9992,157,144,122,137,137,115,157,144,122
4067127,paper,1,1054.65,449.45071200000007,1940.198576,1010.150712,130,75,43,172,147,131,130,75,43
4067195,vinyl,3,1311.472811874561,741.9612213750746,1784.374339127085,1139.565099911392,144,97,79,149,114,103,144,97,79
4067195,plastic,3,1322.1043955809273,418.1338497327421,1516.3721815285685,754.3831647579939,144,97,79,149,114,103,144,97,79
4067195,plastic,3,1521.3992843083677,413.9491034582003,1735.2025611017766,767.7884530646488,144,97,79,149,114,103,144,97,79
4112350,paper,1,1306.0757119999996,500.6241989999999,2257.1596638655456,1182.492446004484,152,145,135,110,112,123,152,145,135
4113075,can,1,816.5742879999999,596.2996440000001,1537.474288,976.774644,143,137,127,54,119,108,143,137,127
4113171,paper,1,378.24999999999966,323.1130410303543,1942.425712,1228.347133209105,146,141,127,116,136,167,146,141,127
4114377,plastic,2,1199.274288000001,422.7501779999997,1657.6250000000011,803.2255339999995,131,118,113,182,145,182,131,118,113
4114377,vinyl,2,749.824287999999,456.124822,1706.573575999998,1163.675178,131,118,113,182,145,182,131,118,113
4114418,pack,4,1168.1228639999988,371.5758900000001,1528.574287999999,843.2755340000002,121,111,103,141,155,164,121,111,103
4114418,pack,4,1372.8242880000007,714.2255339999999,1655.3978640000005,1083.575178,121,111,103,141,155,164,121,111,103
4114418,pack,4,1079.124288,727.5747330000003,1412.875712,1034.6252670000003,121,111,103,141,155,164,121,111,103
4114418,pack,4,1501.875,393.8250000000001,1857.875,905.575,121,111,103,141,155,164,121,111,103
4119985,can,1,1125.851424,803.2251780000001,1464.051424,1027.950534,148,144,142,158,157,157,148,144,142
4120011,can,2,1163.6757119999995,654.150267,1484.0757119999996,881.1008009999999,180,177,172,184,186,188,180,177,172
4120011,vinyl,2,1234.874288,890.0007119999999,1550.822864,1121.4,180,177,172,184,186,188,180,177,172
4130999,glass,3,1314.974288,769.8499109999999,2228.6363636363635,1083.2727272727273,153,145,133,88,112,114,153,145,133
4130999,glass,3,1326.1014240000002,487.2739319999999,2199.5454545454545,795.9999999999999,153,145,133,88,112,114,153,145,133
4130999,glass,3,1588.6485759999998,1050.1999110000002,1915.724288,1363.9243770000005,153,145,133,88,112,114,153,145,133
4131165,can,1,837.99936,529.99992,1591.99872,986.0004,187,187,190,152,191,210,187,187,190
4141363,plastic,2,1103.99872,914.000184,1389.99936,944.000136,147,147,146,131,136,139,147,147,146
4141363,plastic,2,1060.0012799999995,494.00064,1422.0006399999995,886.0003200000001,147,147,146,131,136,139,147,147,146
4141544,vinyl,2,957.9993599999996,525.9995999999998,1609.9980799999987,884.6860932275683,138,138,135,127,141,149,138,138,135
4141544,plastic,2,1094.0,877.9999680000002,1322.0,994.000032,138,138,135,127,141,149,138,138,135
4141748,plastic,2,1138.000384,478.0008000000001,1316.0002559999998,654.00048,120,120,125,151,185,202,120,120,125
4141748,paper,2,980.0,716.0004,1589.99936,1020.00024,120,120,125,151,185,202,120,120,125
4141851,plastic,3,1044.00064,488.000448,1272.00064,622.0005120000001,117,117,122,153,194,212,117,117,122
4141851,plastic,3,1180.0,606.000168,1485.99936,676.0001520000001,117,117,122,153,194,212,117,117,122
4141851,paper,3,923.99872,714.0009600000001,1672.0,976.00032,117,117,122,153,194,212,117,117,122
4142226,vinyl,2,1253.9993599999998,852.0912718162099,1523.999999999999,1127.9995199999971,152,142,128,136,124,104,152,142,128
4142226,can,2,1015.2430574789918,609.9998399999997,1704.0,866.0001599999996,152,142,128,136,124,104,152,142,128
4142304,vinyl,2,845.9980800000001,578.00016,1225.99936,951.99984,137,130,119,117,124,110,137,130,119
4142304,can,2,1200.0012800000002,447.99984000000006,1570.0006400000002,1019.99952,137,130,119,117,124,110,137,130,119
4142963,plastic,2,971.999104,688.0000319999999,1073.998976,787.999968,159,157,159,184,145,153,159,157,159
4142963,vinyl,2,1177.99936,421.99992,1785.99936,982.00008,159,157,159,184,145,153,159,157,159
4143067,glass,2,839.9987200000004,727.9991200000001,1743.9987200000007,957.9996000000002,138,140,146,79,117,119,138,140,146
4143067,glass,2,1021.99936,580.0001759999999,1599.99872,720.0001439999999,138,140,146,79,117,119,138,140,146
4143429,plastic,2,1103.9997439999995,399.9995999999999,1321.9996159999998,599.9997599999999,152,151,153,138,146,159,152,151,153
4143429,vinyl,2,1036.0000000000002,561.9996000000001,1556.0000000000002,1036.00008,152,151,153,138,146,159,152,151,153
4143488,plastic,2,1291.998976,865.9994400000002,1441.999104,1015.9999200000002,153,153,155,150,166,174,153,153,155
4143488,vinyl,2,1005.9993599999998,396.00000000000006,1561.9980799999998,913.99968,153,153,155,150,166,174,153,153,155
4143889,plastic,2,1198.00064,819.9993600000001,1406.00064,1039.99968,155,156,156,172,181,163,155,156,156
4143889,vinyl,2,985.99936,437.99976,1635.99872,845.99928,155,156,156,172,181,163,155,156,156
4143920,vinyl,2,1069.9993599999998,450.0,1522.0006399999995,769.9996800000001,151,150,154,166,187,200,151,150,154
4143920,plastic,2,1156.00128,750.00024,1364.00128,968.0004,151,150,154,166,187,200,151,150,154
4145069,can,1,1142.00064,586.0008000000001,1600.0,924.00048,147,148,151,168,190,188,147,148,151
4194632,paper,1,472.0006400000001,161.99999999999966,1773.9999999999973,1237.999359999999,143,140,135,128,126,117,143,140,135
4233542,paper,2,916.9454545454544,447.3786407766989,1540.654545454545,754.9514563106793,189,186,179,177,175,171,189,186,179
4233542,pet,2,879.7090909090907,726.9902912621359,1559.272727272727,1025.242718446602,189,186,179,177,175,171,189,186,179
4526577,paper,1,945.99936,524.00016,1675.99872,892.0008,167,166,165,192,192,192,167,166,165
4528118,pack,1,1109.9993599999998,570.00024,1447.9987199999998,824.0003999999999,171,170,169,200,201,201,171,170,169
4531547,vinyl,1,1094.6705009395969,549.3414818791947,1345.6375838926174,838.9261744966443,127,129,122,120,129,124,127,129,122
4534213,plastic,1,980.8510638297872,505.31914893617017,1279.787234042553,748.9361702127659,142,139,138,159,145,142,142,139,138
4544241,vinyl,3,1205.4713223354322,325.50898392167966,1531.3521545319463,734.9182763744427,147,146,146,141,140,136,147,146,146
4544241,vinyl,3,739.0666728502414,554.9995799999999,1251.2367491166078,844.8763250883392,147,146,146,141,140,136,147,146,146
4544241,paper,3,524.6305418719211,106.40394088669947,1240.506329113924,731.0126582278481,147,146,146,141,140,136,147,146,146
4625595,can,2,1054.656137566386,510.01255931214735,1283.3849232784637,863.359544037561,151,150,147,149,153,156,151,150,147
4625595,paper,2,1482.8175205073896,520.2099050898764,1880.2489871357209,909.8084063797731,151,150,147,149,153,156,151,150,147
4630284,can,2,978.3235283235284,581.8681318681319,1171.5986531986537,848.1553398058252,172,172,170,127,146,151,172,172,170
4630284,paper,2,1177.6,517.2815533980585,1577.8909090909092,1084.438738666453,172,172,170,127,146,151,172,172,170
4632414,plastic,4,1426.938775510204,518.7755102040816,1610.7746142040814,755.1016408163265,177,177,175,139,154,174,177,177,175
4632414,plastic,4,904.00128,834.0004799999998,1178.0006400000002,1014.0004799999998,177,177,175,139,154,174,177,177,175
4632414,plastic,4,1105.4726368159202,480.59701492537306,1410.0205404975125,790.498072437811,177,177,175,139,154,174,177,177,175
4632414,paper,4,1181.2209422222224,765.8337333333334,1740.2777777777778,1154.1666666666667,177,177,175,139,154,174,177,177,175
4633489,vinyl,2,1005.7803468208092,637.5722543352601,1281.5450643776824,976.3948497854076,153,151,148,153,146,146,153,151,148
4633489,plastic,2,1354.4727272727273,503.3009708737864,1536.0,806.2135922330096,153,151,148,153,146,146,153,151,148
4634976,plastic,2,1113.061224489796,584.0816326530612,1615.9987199999996,726.0006239999999,148,148,145,135,144,145,148,148,145
4634976,pack,2,1173.591196734694,684.8163265306122,1517.591196734694,1008.8163265306122,148,148,145,135,144,145,148,148,145
4638584,plastic,2,1630.000384,649.99944,1752.000256,831.9996000000001,136,138,131,111,138,102,136,138,131
4638584,paper,2,1040.0,471.9996000000001,1635.99872,897.9991200000002,136,138,131,111,138,102,136,138,131
4639886,paper,2,1064.963503649635,386.8613138686131,1482.6947368421052,968.3444047010732,138,137,128,133,129,84,138,137,128
4639886,paper,2,1396.363636363636,354.1747572815534,1878.1094527363184,982.5870646766168,138,137,128,133,129,84,138,137,128
4761181,plastic,1,935.2,596.0,1700.0,860.8,150,149,145,155,155,154,150,149,145
4761408,plastic,1,1156.7751937984494,565.4313694441607,1562.015503875969,843.4108527131783,148,147,144,149,150,147,148,147,144
4761982,can,2,1144.8571428571431,821.2529675547349,1448.235294117647,1044.1176470588236,144,145,143,111,139,156,144,145,143
4761982,vinyl,2,996.4102564102564,610.7692307692308,1673.680672268908,886.816143497758,144,145,143,111,139,156,144,145,143
4765806,vinyl,2,1120.019562020202,492.040564040404,1433.3333333333337,1044.4444444444448,147,146,141,138,135,131,147,146,141
4765806,can,2,1368.2340141176471,600.3532611764705,1598.235294117647,888.8235294117648,147,146,141,138,135,131,147,146,141
4767021,plastic,4,1282.5806451612902,430.3225806451613,1579.4199948387093,769.1612103225806,147,146,141,129,127,109,147,146,141
4767021,can,4,1078.000384,677.99952,1328.0002559999998,974.00016,147,146,141,129,127,109,147,146,141
4767021,can,4,1323.3554787096775,770.6448412903225,1534.1935483870968,989.6774193548388,147,146,141,129,127,109,147,146,141
4767021,plastic,4,1507.741935483871,651.6129032258065,1620.0,958.7096774193548,147,146,141,129,127,109,147,146,141
4767231,vinyl,4,1402.8222494117645,647.1763105882352,1582.3529411764707,929.4117647058824,147,145,142,146,137,131,147,145,142
4767231,plastic,4,1033.529411764706,544.1176470588235,1353.4124047058822,678.0006719999999,147,145,142,146,137,131,147,145,142
4767231,plastic,4,972.2349101176468,674.5874352941175,1178.2350381176468,966.5877552941176,147,145,142,146,137,131,147,145,142
4767231,plastic,4,1102.8235294117646,705.6475388235293,1395.2941176470588,1044.7058823529412,147,145,142,146,137,131,147,145,142
4767688,plastic,3,1086.828444276417,579.5505475968993,1472.827804276417,723.5505475968993,150,148,145,138,132,133,150,148,145
4767688,can,3,1093.2241662015506,670.6511627906979,1410.8527131782946,922.4806201550388,150,148,145,138,132,133,150,148,145
4767688,vinyl,3,1460.248447204969,427.9503105590062,1752.0,947.9995199999998,150,148,145,138,132,133,150,148,145
4767706,plastic,4,1039.2561684339196,626.1384134331552,1406.9518716577538,759.8930481283422,150,148,144,141,137,138,150,148,144
4767706,can,4,1044.9298412834223,715.0482883422459,1339.572192513369,945.4545454545454,150,148,144,141,137,138,150,148,144
4767706,plastic,4,978.2945736434108,506.9767441860465,1622.77583379845,655.2254462015505,150,148,144,141,137,138,150,148,144
4767706,vinyl,4,1339.7926131864417,631.3188050339752,1803.7593984962405,946.6165413533834,150,148,144,141,137,138,150,148,144
4767721,can,4,1069.227012019736,793.8096457175418,1369.7994479025378,1029.287645625424,148,149,146,141,141,145,148,149,146
4767721,plastic,4,1008.0,661.3333333333334,1372.297173920221,796.5372402858811,148,149,146,141,141,145,148,149,146
4767721,vinyl,4,1065.128205128205,360.0,1729.2268587457631,697.2595500032975,148,149,146,141,141,145,148,149,146
4767721,vinyl,4,1332.6559215556936,663.7820539323027,1771.3178294573645,1020.9302325581396,148,149,146,141,141,145,148,149,146
4767867,plastic,4,1128.127752258065,546.709597419355,1403.8709677419354,844.516129032258,142,147,145,77,125,118,142,147,145
4767867,can,4,1204.0632361290327,830.1295122580646,1457.4193548387095,991.6129032258063,142,147,145,77,125,118,142,147,145
4767867,paper,4,1346.7391304347825,366.3043478260869,1840.58128516129,1010.5806451612912,142,147,145,77,125,118,142,147,145
4767867,plastic,4,856.1290322580645,605.8064516129032,1187.0967741935483,889.6774193548387,142,147,145,77,125,118,142,147,145
4825420,pack,2,1161.999104,704.8992707246379,1396.3768115942028,897.1014492753623,212,197,182,221,196,177,212,197,182
4825420,pet,2,1065.0128784508588,518.2030585507244,1439.855072463768,739.1304347826086,212,197,182,221,196,177,212,197,182
4871011,can,3,889.4539054545453,334.0000799999999,1368.1818181818182,760.2272727272727,200,193,188,187,133,122,200,193,188
4871011,can,3,961.5942028985506,686.231884057971,1333.3333333333333,1078.9855072463768,200,193,188,187,133,122,200,193,188
4871011,vinyl,3,1324.2733672727277,649.7275927272727,1608.695652173913,1039.855072463768,200,193,188,187,133,122,200,193,188
4871461,pet,1,966.0006399999996,449.9992799999997,1599.999999999999,965.3709656780444,201,200,196,191,197,190,201,200,196
4871655,pet,5,1219.7444269784394,482.320440257359,1613.4146341463413,865.8536585365853,196,191,187,176,156,150,196,191,187
4871655,pet,5,1524.5941144031406,505.92697016999216,1990.909090909091,951.5151515151516,196,191,187,176,156,150,196,191,187
4871655,can,5,697.9993599999999,612.0,1014.00064,1012.00032,196,191,187,176,156,150,196,191,187
4871655,pet,5,1274.7965261687575,749.8703022513001,1620.2020202020203,1101.010101010101,196,191,187,176,156,150,196,191,187
4871655,can,5,916.0,416.00016,1252.173913043478,833.0434782608695,196,191,187,176,156,150,196,191,187
4872057,plastic,4,1129.9993599999998,489.9996,1571.9987199999998,892.00008,189,187,182,157,161,153,189,187,182
4872057,pet,4,1007.0423066666666,743.5831733333334,1422.9166666666667,1092.7083333333337,189,187,182,157,161,153,189,187,182
4872057,vinyl,4,1375.9987199999998,346.00032,1831.25,775.0,189,187,182,157,161,153,189,187,182
4872057,can,4,800.0,440.0006399999999,1158.00064,881.9999999999999,189,187,182,157,161,153,189,187,182
4903580,plastic,1,1114.725712,587.3997330000002,1563.7254901960785,939.2156862745098,160,160,157,172,174,174,160,160,157
4904687,plastic,1,1196.1669641043482,487.3267989565217,1477.1739130434785,1129.3478260869565,159,159,157,158,168,163,159,159,157
4904914,pack,2,1426.2242880000003,618.549822,1828.9485760000005,1030.17411,156,155,154,174,181,188,156,155,154
4904914,plastic,2,956.7497152,551.8000890000001,1172.5745728,1070.2249109999998,156,155,154,174,181,188,156,155,154
4905095,glass,2,939.4519766812056,721.5338338606754,1262.674093939965,1037.3198772989876,156,155,154,150,152,163,156,155,154
4905095,pack,2,1339.0243902439024,378.0487804878048,1632.6086956521738,1269.5652173913045,156,155,154,150,152,163,156,155,154
4905151,plastic,2,876.648576,527.3247329999999,1300.0,1018.4782608695652,158,157,154,136,139,140,158,157,154
4905151,glass,2,1510.775712,567.3747330000001,1862.327136,930.049911,158,157,154,136,139,140,158,157,154
4946088,paper,2,1068.627450980392,317.6470588235294,1868.627450980392,1117.6470588235295,155,147,143,194,149,144,155,147,143
4946088,paper,2,1045.75,611.8750889999999,1554.9019607843136,1097.0588235294117,155,147,143,194,149,144,155,147,143
4947605,paper,2,1147.457627118644,947.627118644068,1754.2372881355934,276.4406779661017,135,126,120,168,168,170,135,126,120
4947605,paper,2,833.8983050847459,1191.6949152542377,1810.169491525424,312.03389830508485,135,126,120,168,168,170,135,126,120
4972867,pack,1,1046.00064,475.9722696160737,1424.0,932.0004000000008,163,139,121,161,155,135,163,139,121
4976300,plastic,4,1642.05,787.648932,1949.101424,1036.849644,162,161,162,144,154,164,162,161,162
4976300,plastic,4,1154.7759968,289.250712,1410.6511392,605.200356,162,161,162,144,154,164,162,161,162
4976300,plastic,4,1076.9,640.8000000000001,1499.651424,1292.724288,162,161,162,144,154,164,162,161,162
4976300,plastic,4,1290.5,591.8492880000001,1711.024288,1201.5,162,161,162,144,154,164,162,161,162
4977823,vinyl,5,889.34002351436,747.146932277679,1169.4916590926214,1177.0246439999703,161,161,160,154,153,147,161,161,160
4977823,vinyl,5,1045.7488608,542.900178,1177.0240032,847.7255339999999,161,161,160,154,153,147,161,161,160
4977823,paper,5,844.1047609078196,660.3832936693431,1472.9499999999985,1263.800177999999,161,161,160,154,153,147,161,161,160
4977823,glass,5,1168.125712,264.774555,1408.425712,787.649733,161,161,160,154,153,147,161,161,160
