,imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio
2950,3427704,plastic,1,2268,4032,999,1830,1263,2331,1.45
2951,3427732,plastic,1,2268,4032,891,1317,1133,2179,2.28
2952,3427742,pack,1,2592,4608,814,1991,2038,2331,3.48
2953,3427756,plastic,1,2268,4032,961,1427,1329,2350,3.71
2954,3427764,paper,1,2268,4032,545,1474,1551,2912,15.82
2955,3427774,vinyl,1,2268,4032,860,1581,1603,2432,6.91
2956,3427778,paper,1,4608,2592,1991,1184,2898,1440,1.94
2957,3427784,plastic,1,2268,4032,1005,1821,1228,2148,0.8
2958,3427796,paper,1,2268,4032,498,1366,1539,2831,16.68
2959,3427814,plastic,1,2268,4032,975,1917,1200,2199,0.69
2960,3427878,pack,1,2268,4032,696,1698,1469,2372,5.7
2961,3427899,paper,1,2268,4032,976,1893,1440,2268,1.9
2962,3427902,pack,1,2268,4032,784,1733,1351,2328,3.69
2963,3427920,paper,1,2268,4032,917,1773,1358,2129,1.72
2964,3427957,paper,1,2268,4032,832,1460,1368,2178,4.21
2965,3427960,paper,1,2592,4608,837,1993,1762,2511,4.01
2966,3427972,can,1,2268,4032,1043,1669,1258,2466,1.87
2967,3427988,vinyl,1,2612,4640,821,1570,1808,2947,11.21
2968,3427999,can,1,4032,2268,1733,863,1975,1493,1.67
2969,3428020,paper,1,2268,4032,961,1562,1358,2274,3.09
2970,3428033,plastic,1,2250,4000,762,1612,1353,2123,3.36
2971,3428063,can,1,2268,4032,1011,1402,1323,2652,4.26
2972,3428071,paper,1,4608,2592,1838,1110,2632,1373,1.75
2973,3428086,plastic,1,2268,4032,954,1852,1254,2183,1.09
2974,3428102,plastic,1,2268,4032,961,1610,1276,2403,2.73
2975,3428134,plastic,1,2268,4032,863,1191,1247,2252,4.46
2976,3428141,plastic,1,2268,4032,970,1458,1339,2479,4.12
2977,3428147,plastic,1,2268,4032,1058,1622,1241,2230,1.22
2978,3428148,plastic,1,2268,4032,973,1487,1329,2485,3.89
2979,3428164,plastic,1,2268,4032,980,1474,1336,2463,3.85
2980,3428175,plastic,1,2268,4032,1055,1512,1222,2098,1.07
2981,3428179,plastic,1,2268,4032,999,1484,1344,2454,3.66
2982,3428186,plastic,1,2268,4032,986,1761,1175,2145,0.79
2983,3428194,plastic,1,2268,4032,951,1503,1301,2473,3.71
2984,3428202,plastic,1,2268,4032,904,1707,1266,2227,2.06
2985,3428223,paper,1,2268,4032,495,1147,1689,2814,21.77
2986,3428231,pet,1,2268,4032,958,1487,1232,2348,2.58
2987,3428236,pack,1,2592,4608,1102,1890,1616,2696,3.47
2988,3428246,vinyl,1,2268,4032,1134,1635,1383,2394,2.07
2989,3428261,plastic,1,2250,4000,878,1409,1384,2297,4.99
2990,3428287,plastic,1,2268,4032,904,1720,1298,2214,2.13
2991,3428298,glass,1,2268,4032,1008,1411,1194,2208,1.62
2992,3428327,paper,1,2592,4608,1202,1969,1548,2506,1.56
2993,3428354,vinyl,1,2268,4032,765,1796,1443,2567,5.72
2994,3428366,plastic,1,2268,4032,1008,1884,1247,2161,0.72
2995,3428372,vinyl,1,2268,4032,879,1490,1534,2322,5.96
2996,3428390,vinyl,1,2250,4000,637,937,1481,2647,16.04
2997,3428398,can,1,2268,4032,879,1462,1314,2174,3.39
2998,3428432,can,1,2268,4032,800,1285,1465,2063,5.66
2999,3428440,plastic,1,2268,4032,948,1714,1351,2397,3.01
3000,3428447,can,1,2268,4032,1008,1606,1229,2255,1.57
3001,3428449,plastic,1,2268,4032,961,1704,1361,2385,2.98
3002,3428457,plastic,1,2268,4032,961,1726,1367,2410,3.04
3003,3428462,vinyl,1,2268,4032,800,1588,1474,2596,7.43
3004,3428470,plastic,1,2268,4032,904,1673,1317,2378,3.18
3005,3428480,plastic,1,2268,4032,970,1649,1379,2334,3.06
3006,3428491,plastic,1,2268,4032,734,1399,1408,2504,8.14
3007,3428504,plastic,1,4032,2268,1792,995,2362,1288,1.83
3008,3428520,vinyl,1,2250,4000,950,1347,1231,2694,4.21
3009,3428521,plastic,1,2268,4032,948,1389,1266,2347,3.33
3010,3428524,plastic,1,2268,4032,964,1537,1213,2202,1.81
3011,3428538,plastic,1,2268,4032,945,1795,1229,2047,0.78
3012,3428544,plastic,1,2268,4032,873,1562,1408,2385,4.81
3013,3428553,vinyl,1,2268,4032,810,1427,1480,2328,6.6
3014,3428562,plastic,1,2268,4032,841,1298,1304,1896,3.03
3015,3428582,plastic,1,2268,4032,807,1515,1402,2099,3.8
3016,3428593,paper,1,4032,2268,1408,794,2460,1477,7.86
3017,3428595,plastic,1,2268,4032,1033,1562,1339,2441,2.94
3018,3428597,plastic,1,2268,4032,728,1493,1389,2186,5.01
3019,3428616,pet,1,2268,4032,882,1506,1361,2378,4.57
3020,3428618,pack,1,2592,4608,1296,1681,1516,2308,1.15
3021,3428619,vinyl,1,2250,4000,741,1537,1541,2384,7.53
3022,3428628,pet,1,2268,4032,227,1569,1915,2202,11.68
3023,3428630,vinyl,1,2268,4032,898,1540,1481,2552,6.45
3024,3428661,vinyl,1,2268,4032,976,1821,1499,2700,5.03
3025,3428669,paper,1,4032,2268,1392,750,2520,1471,8.89
3026,3428681,plastic,1,2268,4032,948,1931,1225,2192,0.79
3027,3428691,plastic,1,2268,4032,898,1263,1430,2192,5.4
3028,3428693,can,1,2250,4000,791,1666,1403,2044,2.57
3029,3428708,vinyl,1,2268,4032,750,1544,1436,2523,7.34
3030,3428717,plastic,1,2268,4032,1080,1134,1395,1521,1.33
3031,3428728,plastic,1,2268,4032,819,1077,1434,2218,7.67
3032,3428735,can,1,2250,4000,900,1738,1462,2106,2.3
3033,3428750,plastic,1,2268,4032,895,1443,1370,1937,2.57
3034,3428754,vinyl,1,2268,4032,794,1688,1490,2564,6.67
3035,3428768,pack,1,2268,4032,926,1373,1377,2756,6.82
3036,3428779,pack,1,2268,4032,1021,1739,1351,2192,1.63
3037,3428782,plastic,1,2268,4032,917,1405,1323,2567,5.16
3038,3428791,plastic,1,2268,4032,787,1150,1370,2022,5.56
3039,3428806,plastic,1,2268,4032,1140,1591,1181,2287,0.31
3040,3428815,pack,1,2268,4032,772,1317,1607,2555,11.3
3041,3428817,plastic,1,2268,4032,914,1726,1247,2611,3.22
3042,3428818,vinyl,1,1440,2560,480,1122,894,1572,5.05
3043,3428827,plastic,1,4032,2268,2133,992,2630,1383,2.13
3044,3428839,plastic,1,2268,4032,970,1572,1348,2608,4.28
3045,3428847,plastic,1,2268,4032,1120,1631,1174,2271,0.38
3046,3428861,plastic,1,2268,4032,929,1392,1348,2536,5.24
3047,3428863,vinyl,1,2268,4032,733,1105,1496,2369,10.55
3048,3428869,pet,1,2250,4000,822,1297,1391,2788,9.43
3049,3428876,plastic,1,2268,4032,1134,1662,1191,2240,0.36
3050,3428884,plastic,1,2268,4032,898,1377,1345,2533,5.65
3051,3428892,can,1,2250,4000,972,1644,1353,2097,1.92
3052,3428894,pack,1,2268,4032,840,1363,1360,2512,6.53
3053,3428902,plastic,1,2268,4032,769,1477,1578,2687,10.7
3054,3428904,plastic,1,2268,4032,942,1247,1370,2533,6.02
3055,3428916,plastic,1,2268,4032,876,1370,1247,2315,3.83
3056,3428918,plastic,1,2250,4000,897,1582,1400,2191,3.4
3057,3428921,plastic,1,2268,4032,1093,1687,1150,2318,0.39
3058,3428924,plastic,1,2268,4032,787,1430,1418,2117,4.74
3059,3428927,can,1,2268,4032,791,1496,1484,2211,5.42
3060,3428928,paper,1,2268,4032,469,1150,1906,2829,26.38
3061,3428929,plastic,1,2268,4032,895,1462,1452,2564,6.71
3062,3428934,plastic,1,2268,4032,958,1361,1377,2441,4.95
3063,3428942,plastic,1,2268,4032,850,1572,1184,2410,3.06
3064,3428943,vinyl,1,2268,4032,873,1485,1449,2566,6.81
3065,3428950,plastic,1,2268,4032,920,1736,1493,2290,3.47
3066,3428951,vinyl,1,2268,4032,523,1181,1859,2580,20.44
3067,3428957,paper,1,2268,4032,372,1087,1874,2567,24.31
3068,3428958,plastic,1,2268,4032,866,1521,1377,2016,2.77
3069,3428959,plastic,1,2268,4032,984,1263,1350,2464,4.81
3070,3428967,paper,1,2592,4608,821,2048,1721,2405,2.69
3071,3428978,plastic,1,2268,4032,1002,1713,1068,2421,0.51
3072,3428981,plastic,1,2268,4032,838,1660,1383,2192,3.17
3073,3428982,paper,1,2268,4032,590,1406,1483,2672,12.36
3074,3428984,vinyl,1,2268,4032,762,1572,1534,2501,7.84
3075,3428991,plastic,1,2268,4032,942,1550,1332,2460,3.88
3076,3428994,paper,1,2268,4032,375,1282,1915,2214,15.7
3077,3429002,plastic,1,2268,4032,819,1525,1449,2167,4.42
3078,3429009,paper,1,4032,2268,882,576,2898,1876,28.66
3079,3429015,vinyl,1,2268,4032,904,1449,1288,2466,4.27
3080,3429021,plastic,1,2268,4032,954,1613,1414,2057,2.23
3081,3429025,can,1,2268,4032,753,1782,1445,2148,2.77
3082,3429034,vinyl,1,2268,4032,769,1436,1269,2563,6.16
3083,3429049,vinyl,1,2268,4032,1011,1470,1232,2233,1.84
3084,3429050,paper,1,2268,4032,969,1342,1365,2548,5.22
3085,3429060,paper,1,2268,4032,677,1424,1403,2456,8.19
3086,3429065,plastic,1,2268,4032,781,1421,1547,2274,7.15
3087,3429070,paper,1,2268,4032,885,1506,1405,2334,4.71
3088,3429078,plastic,1,2268,4032,822,1487,1569,2312,6.74
3089,3429083,pet,1,2252,4000,890,1406,1434,2591,7.16
3090,3429085,paper,1,2268,4032,699,1373,1468,2485,9.35
3091,3429093,glass,1,2268,4032,891,1148,1468,2407,7.94
3092,3429096,plastic,1,2268,4032,715,1427,1569,2284,8.0
3093,3429116,glass,1,2268,4032,832,1405,1682,2659,11.66
3094,3429125,paper,1,2268,4032,708,1419,1484,2533,9.45
3095,3429164,plastic,1,2268,4032,844,1556,1458,2174,4.15
3096,3429171,can,1,2268,4032,721,1383,1553,2334,8.65
3097,3429173,plastic,1,2268,4032,832,1553,1433,2259,4.64
3098,3429193,plastic,1,2268,4032,787,1673,1515,2394,5.74
3099,3429199,plastic,1,2268,4032,810,1438,1393,2503,6.79
3100,3429209,can,1,2268,4032,677,1525,1647,2350,8.75
3101,3429211,plastic,1,2268,4032,907,1509,1433,2211,4.04
3102,3429234,glass,1,2268,4032,913,1386,1490,2519,7.15
3103,3429246,pet,1,2268,4032,904,1288,1279,2498,4.96
3104,3429250,plastic,1,2268,4032,228,813,1897,2775,35.81
3105,3429254,glass,1,2268,4032,747,1701,1301,2454,4.56
3106,3429255,vinyl,1,2250,4000,597,1419,1546,2452,10.89
3107,3429263,plastic,1,2268,4032,838,1068,1367,2936,10.81
3108,3429271,vinyl,1,2268,4032,835,1610,1399,2325,4.41
3109,3429281,pet,1,2252,4000,868,1481,1402,2709,7.28
3110,3429287,plastic,1,2268,4032,441,1131,1852,2769,25.27
3111,3429300,paper,1,2250,4000,730,1512,1584,2409,8.51
3112,3429303,can,1,2268,4032,990,1563,1238,2432,2.36
3113,3429309,glass,1,2268,4032,895,1550,1421,2380,4.77
3114,3429310,can,1,2268,4032,1052,1370,1440,2366,4.23
3115,3429325,can,1,2268,4032,904,1584,1515,2202,4.13
3116,3429332,paper,1,2268,4032,387,1200,1811,2608,21.93
3117,3429343,paper,1,2340,4160,675,1447,1775,2493,11.82
3118,3429346,glass,1,2268,4032,813,1298,1521,2367,8.28
3119,3429347,can,1,2268,4032,970,1566,1496,2419,4.91
3120,3429348,plastic,1,2268,4032,917,1405,1264,2354,3.6
3121,3429351,paper,1,2268,4032,340,1345,1799,2517,18.7
3122,3429366,pet,1,2252,4000,1012,1419,1377,2591,4.75
3123,3429371,vinyl,1,2250,4000,650,1197,1516,2538,12.9
3124,3429373,pet,1,2268,4032,917,1799,1477,2413,3.76
3125,3429390,paper,1,2268,4032,687,1389,1537,2685,12.05
3126,3429392,can,1,2268,4032,964,1547,1228,2545,2.88
3127,3429404,vinyl,1,2250,4000,666,675,1570,2870,22.05
3128,3429415,glass,1,2268,4032,885,1477,1436,2199,4.35
3129,3429422,vinyl,1,2268,4032,797,1295,1506,2451,8.96
3130,3429427,paper,1,2268,4032,444,1465,1799,2942,21.89
3131,3429433,vinyl,1,2250,4000,709,1551,1527,2084,4.84
3132,3429455,pet,1,2272,4032,1005,1641,1254,2450,2.2
3133,3429464,glass,1,2268,4032,994,1543,1290,2531,3.2
3134,3429475,pack,1,5312,2988,2225,1253,3411,1618,2.73
3135,3429478,plastic,1,2268,4032,906,1505,1236,2262,2.73
3136,3429485,glass,1,2268,4032,851,1500,1528,2592,8.08
3137,3429501,vinyl,1,2250,4000,944,1437,1403,2062,3.19
3138,3429510,plastic,1,2268,4032,929,1520,1332,2259,3.26
3139,3429584,plastic,1,2250,4000,956,1462,1300,2547,4.15
3140,3429591,can,1,2268,4032,1008,1005,1200,1751,1.57
3141,3429604,vinyl,1,2250,4000,878,1441,1328,2306,4.32
3142,3429620,paper,1,4032,2268,808,502,2905,1684,27.11
3143,3429627,vinyl,1,2250,4000,859,1566,1504,2163,4.28
3144,3429628,plastic,1,2250,4000,1017,1317,1138,2634,1.77
3145,3429649,can,1,2268,4032,863,1692,1493,2306,4.23
3146,3429655,can,1,2268,4032,992,1566,1194,2243,1.5
3147,3429657,can,1,1602,2848,605,1364,999,1589,1.94
3148,3429684,can,1,2268,4032,904,1474,1484,2460,6.25
3149,3429706,can,1,2268,4032,825,1455,1446,2448,6.74
3150,3429714,plastic,1,2250,4000,1041,1428,1161,2491,1.42
3151,3429746,plastic,1,1602,2848,672,1273,935,1571,1.72
3152,3429770,plastic,1,2268,4032,988,1346,1186,2396,2.27
3153,3430161,plastic,1,2268,4032,961,1490,1336,2340,3.49
3154,3430195,plastic,1,2268,4032,1055,1507,1218,2333,1.47
3155,3430331,plastic,1,2988,5312,1144,2615,1881,3239,2.9
3156,3430412,vinyl,1,2252,4000,618,1253,1819,2642,18.52
3157,3430413,pack,1,2268,4032,942,1755,1244,2079,1.07
3158,3430619,vinyl,1,4032,2268,1534,1043,2366,1310,2.43
3159,3431477,vinyl,1,2272,4032,890,1425,1645,2287,7.1
3160,3432081,can,1,2250,4000,875,1669,1291,2059,1.8
3161,3432541,plastic,1,2268,4032,854,1594,1222,2161,2.28
3162,3432586,plastic,1,1840,3264,490,1241,1251,1731,6.21
3163,3432654,plastic,1,2268,4032,980,1581,1173,2134,1.17
3164,3433027,pet,1,2268,4032,882,993,1204,2054,3.74
3165,3433083,plastic,1,2268,4032,743,942,1481,2737,14.49
3166,3433212,pack,1,1440,2560,359,1148,1026,1547,7.22
3167,3433295,vinyl,1,2252,4000,953,1534,1473,2356,4.75
3168,3433693,plastic,1,2252,4000,984,1672,1387,2216,2.43
3169,3433717,paper,1,2268,4032,545,936,1310,1887,7.96
3170,3433846,plastic,1,2268,4032,643,1814,1569,2523,7.18
3171,3433968,paper,1,2268,4032,883,1370,1251,2807,5.78
3172,3434236,paper,1,2268,4032,580,1515,1669,2681,13.89
3173,3434775,plastic,1,2592,4608,939,1785,1464,2323,2.36
3174,3434854,plastic,1,2268,4032,394,1039,1696,2575,21.87
3175,3435095,pack,1,2268,4032,942,1764,1380,2199,2.08
3176,3435127,plastic,1,2592,4608,835,1973,1559,2563,3.58
3177,3435176,plastic,1,2268,4032,873,1827,1323,2169,1.68
3178,3435291,plastic,1,2268,4032,747,759,1603,3169,22.56
3179,3435318,glass,1,2268,4032,953,1519,1204,2349,2.28
3180,3435485,pet,1,2592,4608,713,2081,1889,2416,3.3
3181,3435559,pet,1,2268,4032,952,1674,1345,2601,3.98
3182,3435816,paper,1,2268,4032,782,436,1314,3226,16.23
3183,3435892,paper,1,2268,4032,923,1619,1496,2444,5.17
3184,3436010,paper,1,2268,4032,712,769,1543,2810,18.55
3185,3436063,glass,1,2268,4032,847,1638,1487,2183,3.81
3186,3436106,vinyl,1,2268,4032,724,1370,1858,2482,13.79
3187,3436303,paper,1,2268,4032,810,485,1341,3238,15.99
3188,3436585,glass,1,2268,4032,1033,1414,1427,2444,4.44
3189,3436595,paper,1,2268,4032,706,1629,1625,2561,9.37
3190,3436622,paper,1,2268,4032,1008,1840,1244,2410,1.47
3191,3436672,vinyl,1,2268,4032,497,527,1808,3358,40.59
3192,3436876,plastic,1,2268,4032,743,1496,1462,2334,6.59
3193,3436966,plastic,1,2592,4608,1120,1988,1556,2539,2.01
3194,3437290,plastic,1,2268,4032,753,1370,1421,2700,9.72
3195,3437608,plastic,1,2268,4032,334,595,1862,3194,43.43
3196,3437664,plastic,1,5664,3184,1571,601,3637,2649,23.46
3197,3437709,plastic,1,3184,5664,433,1743,2269,3500,17.89
3198,3437728,paper,1,2268,4032,910,1578,1399,2013,2.33
3199,3438056,vinyl,1,2592,4608,702,1951,1958,2898,9.96
3200,3438303,plastic,1,2268,4032,964,1569,1389,2309,3.44
3201,3438401,vinyl,1,2592,4608,734,1982,1669,2633,5.1
3202,3438463,vinyl,1,2592,4608,1008,1955,2034,2570,5.28
3203,3438527,plastic,1,5664,3184,1320,1670,3837,1870,2.79
3204,3438542,vinyl,1,2592,4608,846,1969,1800,2232,2.1
3205,3438638,plastic,1,2268,4032,1033,1670,1216,2120,0.9
3206,3438882,plastic,1,3184,5664,730,2345,2165,3800,11.58
3207,3438953,plastic,1,2848,1602,527,227,2248,1360,42.74
3208,3439105,plastic,1,2268,4032,800,1329,1518,3115,14.02
3209,3439372,plastic,1,2268,4032,1074,1657,1273,2077,0.91
3210,3439414,plastic,1,3184,5664,1022,1867,2220,3633,11.73
3211,3439504,plastic,1,2268,4032,1096,1767,1216,2104,0.44
3212,3439619,plastic,1,2268,4032,1008,1698,1251,2388,1.83
3213,3439839,plastic,1,2268,4032,999,1641,1216,2372,1.73
3214,3439908,can,1,2268,4032,778,1496,1622,2107,5.64
3215,3439969,plastic,1,2268,4032,1024,1575,1251,2366,1.96
3216,3440052,can,1,1440,2560,619,1048,770,1519,1.93
3217,3440085,plastic,1,2268,4032,1106,1903,1216,2265,0.44
3218,3440119,glass,1,2268,4032,743,917,1616,3002,19.9
3219,3440433,paper,1,4608,2592,1710,1084,2725,1498,3.52
3220,3440484,plastic,1,4032,2268,691,302,3168,2123,49.33
3221,3440575,plastic,1,2268,4032,929,1301,1770,1597,2.72
3222,3440813,plastic,1,3184,5664,1511,1038,2155,3982,10.51
3223,3440836,vinyl,1,2268,4032,605,1399,1663,2388,11.44
3224,3440855,plastic,1,3184,5664,1384,1553,2087,4502,11.5
3225,3440930,can,1,1440,2560,513,1034,930,1582,6.2
3226,3440959,plastic,1,3184,5664,1159,1518,1983,3461,8.88
3227,3441171,plastic,1,2268,4032,891,1707,1537,2644,6.62
3228,3441216,paper,1,2560,1440,865,425,1682,1066,14.21
3229,3441225,glass,1,2268,4032,955,1585,1170,1835,0.59
3230,3441669,plastic,1,2268,4032,891,1761,1414,2079,1.82
3231,3441943,can,1,2268,4032,879,1704,1515,2340,4.42
3232,3442064,vinyl,1,2268,4032,891,1591,1160,2209,1.82
3233,3442077,paper,1,2268,4032,986,1612,1404,2336,3.31
3234,3442136,vinyl,1,4032,2268,1528,724,2276,1563,6.86
3235,3442548,plastic,1,4032,2268,1301,797,2495,1326,6.91
3236,3443169,plastic,1,2268,4032,1062,1723,1156,2076,0.36
3237,3443235,plastic,1,2268,4032,772,1701,1503,1946,1.96
3238,3443498,vinyl,1,4032,2268,1733,686,2424,1480,6.0
3239,3443630,vinyl,1,2268,4032,816,1660,1566,2466,6.61
3240,3443760,plastic,1,2250,4000,947,1766,1438,2353,3.2
3241,3444200,plastic,1,2268,4032,759,1679,1635,2599,8.81
3242,3444225,plastic,1,2268,4032,718,1726,1600,2488,7.35
3243,3444288,pet,1,2268,4032,804,1786,1528,2003,1.72
3244,3444409,plastic,1,2560,1440,944,598,1582,926,5.68
3245,3444624,vinyl,1,2560,1440,836,506,1700,956,10.55
3246,3444645,vinyl,1,2268,4032,693,1282,1698,2495,13.33
3247,3444658,plastic,1,2268,4032,999,1578,1106,2674,1.28
3248,3444683,plastic,1,2560,1440,751,471,1858,944,14.2
3249,3444692,plastic,1,2268,4032,787,1714,1474,2388,5.06
3250,3444775,plastic,1,2268,4032,844,1714,1361,2347,3.58
3251,3444918,plastic,1,2268,4032,1093,1676,1460,2433,3.04
3252,3445234,plastic,1,2592,4608,1159,1840,1699,3093,5.66
3253,3445533,vinyl,1,2268,4032,816,1509,1572,2422,7.55
3254,3445650,plastic,1,2268,4032,825,1153,1348,2504,7.73
3255,3445838,plastic,1,2268,4032,882,1821,1452,2410,3.67
3256,3446161,pack,1,2612,4640,710,758,1663,3737,23.42
3257,3446269,pack,1,2268,4032,929,1877,1361,2290,1.95
3258,3446415,vinyl,1,2268,4032,753,1732,1652,2485,7.4
3259,3446456,plastic,1,2268,4032,857,1537,1301,2426,4.32
3260,3446471,glass,1,2268,4032,945,1896,1452,2385,2.71
3261,3446484,vinyl,1,2268,4032,828,1629,1629,2744,9.77
3262,3446514,vinyl,1,2268,4032,932,1701,1389,2498,3.98
3263,3446540,plastic,1,2268,4032,873,1525,1307,2325,3.8
3264,3446743,paper,1,2268,4032,1043,1603,1405,2114,2.02
3265,3446973,vinyl,1,2612,4640,565,2048,1921,2267,2.45
3266,3446975,vinyl,1,2268,4032,643,1663,1729,3011,16.01
3267,3447330,paper,1,3184,5664,1325,2875,1885,3647,2.4
3268,3447562,vinyl,1,4032,2268,1427,914,2425,1298,4.19
3269,3448059,paper,1,4032,2268,1371,660,2444,1654,11.66
3270,3448284,paper,1,2268,4032,791,1629,1496,2574,7.29
3271,3448352,pack,1,2268,4032,845,1412,1395,2217,4.84
3272,3448390,plastic,1,2268,4032,1077,1635,1288,2350,1.65
3273,3448561,plastic,1,2268,4032,1077,1607,1232,2686,1.83
3274,3448578,vinyl,1,2268,4032,523,1764,1783,2520,10.42
3275,3448597,vinyl,1,2268,4032,1065,1339,1452,2441,4.66
3276,3448725,paper,1,2268,4032,280,995,1828,2525,25.9
3277,3448808,paper,1,4000,2250,1313,669,2341,1466,9.1
3278,3448872,glass,1,2268,4032,1002,1540,1317,2533,3.42
3279,3449129,plastic,1,2268,4032,999,1717,1389,2167,1.92
3280,3449520,plastic,1,2560,1440,932,634,1614,858,4.14
3281,3450128,pet,1,2268,4032,835,1411,1310,2444,5.37
3282,3450254,pack,1,1440,2560,597,977,866,1526,4.01
3283,3450260,plastic,1,4032,2268,1773,854,2413,1276,2.95
3284,3450363,pet,1,2268,4032,712,1922,1131,3276,6.2
3285,3450375,plastic,1,1440,2560,670,962,828,1567,2.59
3286,3450418,pet,1,2268,4032,677,1194,1218,2977,10.55
3287,3450431,pack,1,2268,4032,967,1857,1317,2526,2.56
3288,3450491,pack,1,2268,4032,924,1867,1385,2553,3.46
3289,3450895,pet,1,2268,4032,1000,1344,1323,2535,4.21
3290,3451041,plastic,1,1440,2560,540,972,886,1310,3.17
3291,3451185,plastic,1,1440,2560,564,1070,898,1536,4.22
3292,3451351,vinyl,1,2268,4032,300,1842,1925,2237,7.02
3293,3451892,plastic,1,1440,2560,416,960,914,1660,9.46
3294,3451922,vinyl,1,2268,4032,1043,1544,1269,2495,2.35
3295,3451967,vinyl,1,2268,4032,293,2129,1925,2520,6.98
3296,3451984,can,1,4032,2268,1969,347,2942,1865,16.15
3297,3452253,paper,1,2268,4032,907,1342,1266,2980,6.43
3298,3452274,plastic,1,1440,2560,582,998,914,1526,4.76
3299,3452516,can,1,2268,4032,677,1616,1304,2627,6.93
3300,3452746,plastic,1,2268,4032,891,1701,1559,2227,3.84
3301,3452875,can,1,2268,4032,834,981,1361,2773,10.33
3302,3453162,paper,1,2252,4000,881,1619,1456,2387,4.9
3303,3453288,paper,1,2268,4032,101,621,2268,3367,65.07
3304,3453451,plastic,1,2268,4032,488,873,1496,2290,15.62
3305,3453493,vinyl,1,2268,4032,980,1490,1399,2533,4.78
3306,3453636,plastic,1,5664,3184,2274,1433,3788,1867,3.64
3307,3453746,plastic,1,2268,4032,1040,1688,1320,2668,3.0
3308,3453802,paper,1,2252,4000,680,1496,1477,2492,8.81
3309,3453828,vinyl,1,2268,4032,839,1546,1452,2333,5.28
3310,3453891,can,1,1440,2560,462,850,914,1524,8.26
3311,3453906,paper,1,2560,1440,855,266,1848,1165,24.22
3312,3454069,plastic,1,2268,4032,753,1222,1449,3131,14.53
3313,3454285,plastic,1,2268,4032,622,1078,1663,3150,23.59
3314,3454298,plastic,1,2268,4032,510,765,1710,3358,34.03
3315,3454370,plastic,1,2268,4032,1036,1178,1425,3154,8.41
3316,3454386,plastic,1,2268,4032,992,208,1341,3508,12.59
3317,3454603,plastic,1,2268,4032,731,1613,1622,2394,7.61
3318,3454737,vinyl,1,2268,4032,252,476,2054,3663,62.8
3319,3454813,plastic,1,2250,4000,966,1494,1241,2450,2.92
3320,3454906,vinyl,1,2268,4032,0,819,1710,2633,33.92
3321,3455266,plastic,1,2268,4032,961,1972,1449,2177,1.09
3322,3455373,plastic,1,2268,4032,929,1906,1219,2189,0.9
3323,3456379,plastic,1,2252,4000,793,1550,1521,2678,9.12
3324,3456431,plastic,1,4032,2268,1556,712,2627,1389,7.93
3325,3457190,paper,1,2322,4128,655,1587,1693,2270,7.4
3326,3457249,paper,1,2322,4128,771,1616,1658,2274,6.09
3327,3457296,plastic,1,2252,4000,581,1303,1709,2425,14.05
3328,3457409,plastic,1,2268,4032,860,1581,1493,2618,7.18
3329,3457415,pet,1,2268,4032,948,1392,1310,2425,4.09
3330,3457576,glass,1,2268,4032,800,1156,1118,1830,2.34
3331,3457579,plastic,1,2268,4032,255,554,2249,3081,55.1
3332,3457962,paper,1,2322,4128,655,1564,1648,2361,8.26
3333,3458406,vinyl,1,2268,4032,1039,2085,1301,2470,1.1
3334,3458548,glass,1,2268,4032,847,1515,1326,2863,7.06
3335,3458563,plastic,1,2268,4032,302,1247,1799,2750,24.6
3336,3458621,can,1,2604,4624,1073,1676,1669,3219,7.64
3337,3458824,paper,1,2268,4032,476,542,1710,3405,38.63
3338,3459029,plastic,1,2268,4032,362,816,1921,3059,38.24
3339,3459044,pet,1,2268,4032,707,1696,1347,2323,4.39
3340,3459074,pet,1,2268,4032,747,1288,1364,2816,10.31
3341,3459281,plastic,1,2268,4032,737,1918,1348,2545,4.19
3342,3459378,vinyl,1,2268,4032,964,942,1638,1814,6.43
3343,3459507,plastic,1,2268,4032,857,1698,1462,2356,4.35
3344,3459642,plastic,1,2268,4032,1033,1673,1480,2358,3.35
3345,3459698,plastic,1,2268,4032,661,482,1395,3046,20.58
3346,3459764,pack,1,2322,4128,890,1409,1487,2699,8.03
3347,3460027,glass,1,2322,4128,1077,1654,1293,2258,1.36
3348,3460043,glass,1,2322,4128,1081,1763,1286,2330,1.21
3349,3460168,vinyl,1,2268,4032,920,1991,1783,2952,9.07
3350,3460325,paper,1,2268,4032,847,1440,1452,2243,5.31
3351,3460410,plastic,1,2268,4032,1036,2035,1509,2999,4.99
3352,3460471,plastic,1,2322,4128,1051,1687,1367,2277,1.95
3353,3460576,paper,1,2268,4032,456,1796,1767,2391,8.53
3354,3460588,pet,1,2322,4128,1035,1335,1454,2709,6.01
3355,3460633,plastic,1,2268,4032,951,1830,1386,2637,3.84
3356,3460714,plastic,1,2268,4032,1080,1421,1499,2123,3.22
3357,3460742,plastic,1,2268,4032,1039,1040,1389,2851,6.93
3358,3460773,plastic,1,2268,4032,932,1616,1377,2457,4.09
3359,3460780,can,1,2250,4000,794,1072,1406,2575,10.22
3360,3461026,plastic,1,2322,4128,1103,1790,1303,2183,0.82
3361,3461401,plastic,1,2268,4032,649,1956,1692,2268,3.56
3362,3461826,plastic,1,4032,2268,536,426,2334,1782,26.66
