imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio
3437608,plastic,1,2268,4032,334,595,1862,3194,43.43
3437664,plastic,1,5664,3184,1571,601,3637,2649,23.46
3437709,plastic,1,3184,5664,433,1743,2269,3500,17.89
3438303,plastic,1,2268,4032,964,1569,1389,2309,3.44
3438527,plastic,1,5664,3184,1320,1670,3837,1870,2.79
3438638,plastic,1,2268,4032,1033,1670,1216,2120,0.9
3438882,plastic,1,3184,5664,730,2345,2165,3800,11.58
3438953,plastic,1,2848,1602,527,227,2248,1360,42.74
3439105,plastic,1,2268,4032,800,1329,1518,3115,14.02
3439372,plastic,1,2268,4032,1074,1657,1273,2077,0.91
3439414,plastic,1,3184,5664,1022,1867,2220,3633,11.73
3439504,plastic,1,2268,4032,1096,1767,1216,2104,0.44
3439619,plastic,1,2268,4032,1008,1698,1251,2388,1.83
3439839,plastic,1,2268,4032,999,1641,1216,2372,1.73
3439969,plastic,1,2268,4032,1024,1575,1251,2366,1.96
3440085,plastic,1,2268,4032,1106,1903,1216,2265,0.44
3440484,plastic,1,4032,2268,691,302,3168,2123,49.33
3440575,plastic,1,2268,4032,929,1301,1770,1597,2.72
3440813,plastic,1,3184,5664,1511,1038,2155,3982,10.51
3440855,plastic,1,3184,5664,1384,1553,2087,4502,11.5
3440959,plastic,1,3184,5664,1159,1518,1983,3461,8.88
3441171,plastic,1,2268,4032,891,1707,1537,2644,6.62
3441669,plastic,1,2268,4032,891,1761,1414,2079,1.82
3442548,plastic,1,4032,2268,1301,797,2495,1326,6.91
3443169,plastic,1,2268,4032,1062,1723,1156,2076,0.36
3443235,plastic,1,2268,4032,772,1701,1503,1946,1.96
3443760,plastic,1,2250,4000,947,1766,1438,2353,3.2
3444200,plastic,1,2268,4032,759,1679,1635,2599,8.81
3444225,plastic,1,2268,4032,718,1726,1600,2488,7.35
3444409,plastic,1,2560,1440,944,598,1582,926,5.68
3444658,plastic,1,2268,4032,999,1578,1106,2674,1.28
3444683,plastic,1,2560,1440,751,471,1858,944,14.2
3444692,plastic,1,2268,4032,787,1714,1474,2388,5.06
3444775,plastic,1,2268,4032,844,1714,1361,2347,3.58
3444918,plastic,1,2268,4032,1093,1676,1460,2433,3.04
3445234,plastic,1,2592,4608,1159,1840,1699,3093,5.66
3445650,plastic,1,2268,4032,825,1153,1348,2504,7.73
3445838,plastic,1,2268,4032,882,1821,1452,2410,3.67
3446456,plastic,1,2268,4032,857,1537,1301,2426,4.32
3446540,plastic,1,2268,4032,873,1525,1307,2325,3.8
3448390,plastic,1,2268,4032,1077,1635,1288,2350,1.65
3448561,plastic,1,2268,4032,1077,1607,1232,2686,1.83
3449129,plastic,1,2268,4032,999,1717,1389,2167,1.92
3449520,plastic,1,2560,1440,932,634,1614,858,4.14
3450260,plastic,1,4032,2268,1773,854,2413,1276,2.95
3450375,plastic,1,1440,2560,670,962,828,1567,2.59
3451041,plastic,1,1440,2560,540,972,886,1310,3.17
3451185,plastic,1,1440,2560,564,1070,898,1536,4.22
3451892,plastic,1,1440,2560,416,960,914,1660,9.46
3452274,plastic,1,1440,2560,582,998,914,1526,4.76
3452746,plastic,1,2268,4032,891,1701,1559,2227,3.84
3453451,plastic,1,2268,4032,488,873,1496,2290,15.62
3453636,plastic,1,5664,3184,2274,1433,3788,1867,3.64
3453746,plastic,1,2268,4032,1040,1688,1320,2668,3.0
3454069,plastic,1,2268,4032,753,1222,1449,3131,14.53
3454285,plastic,1,2268,4032,622,1078,1663,3150,23.59
3454298,plastic,1,2268,4032,510,765,1710,3358,34.03
3454370,plastic,1,2268,4032,1036,1178,1425,3154,8.41
3454386,plastic,1,2268,4032,992,208,1341,3508,12.59
3454603,plastic,1,2268,4032,731,1613,1622,2394,7.61
3454813,plastic,1,2250,4000,966,1494,1241,2450,2.92
3455266,plastic,1,2268,4032,961,1972,1449,2177,1.09
3455373,plastic,1,2268,4032,929,1906,1219,2189,0.9
3456379,plastic,1,2252,4000,793,1550,1521,2678,9.12
3456431,plastic,1,4032,2268,1556,712,2627,1389,7.93
3457296,plastic,1,2252,4000,581,1303,1709,2425,14.05
3457409,plastic,1,2268,4032,860,1581,1493,2618,7.18
3457579,plastic,1,2268,4032,255,554,2249,3081,55.1
3458563,plastic,1,2268,4032,302,1247,1799,2750,24.6
3459029,plastic,1,2268,4032,362,816,1921,3059,38.24
3459281,plastic,1,2268,4032,737,1918,1348,2545,4.19
3459507,plastic,1,2268,4032,857,1698,1462,2356,4.35
3459642,plastic,1,2268,4032,1033,1673,1480,2358,3.35
3459698,plastic,1,2268,4032,661,482,1395,3046,20.58
3460410,plastic,1,2268,4032,1036,2035,1509,2999,4.99
3460471,plastic,1,2322,4128,1051,1687,1367,2277,1.95
3460633,plastic,1,2268,4032,951,1830,1386,2637,3.84
3460714,plastic,1,2268,4032,1080,1421,1499,2123,3.22
3460742,plastic,1,2268,4032,1039,1040,1389,2851,6.93
3460773,plastic,1,2268,4032,932,1616,1377,2457,4.09
3461026,plastic,1,2322,4128,1103,1790,1303,2183,0.82
3461401,plastic,1,2268,4032,649,1956,1692,2268,3.56
3461826,plastic,1,4032,2268,536,426,2334,1782,26.66
3462924,plastic,1,2322,4128,874,1829,1471,2193,2.27
3463216,plastic,1,2322,4128,1077,1806,1406,2228,1.45
3464016,plastic,1,2604,4624,1266,1669,1403,2752,1.23
3464216,plastic,1,2268,4032,973,1613,1241,1881,0.79
3464267,plastic,1,2604,4624,1250,1922,1524,2449,1.2
3464364,plastic,1,2604,4624,881,1658,1676,2857,7.92
3464389,plastic,1,2604,4624,1112,1600,1495,2857,4.0
3464439,plastic,1,2604,4624,1116,2027,1445,2655,1.72
3464623,plastic,1,2604,4624,827,2019,1654,2543,3.6
3464723,plastic,1,2604,4624,1134,2041,1448,2572,1.38
3464863,plastic,1,2604,4624,1221,1720,1329,2926,1.08
3464882,plastic,1,2604,4624,1214,2135,1441,2576,0.83
3464894,plastic,1,2604,4624,1087,2005,1517,2211,0.74
3465234,plastic,1,2604,4624,1159,1918,1455,2713,1.95
3465246,plastic,1,2604,4624,1181,2009,1380,2727,1.19
3465271,plastic,1,2604,4624,1246,1720,1390,2839,1.34
3465313,plastic,1,2604,4624,1195,2261,1427,2503,0.47
3465469,plastic,1,2604,4624,1195,1557,1463,3125,3.49
3465513,plastic,1,2604,4624,1141,1488,1412,2977,3.35
3465573,plastic,1,2604,4624,842,2009,1781,2756,5.83
3465718,plastic,1,2604,4624,957,1571,1658,2969,8.14
3466224,plastic,1,2604,4624,1181,2294,1481,2597,0.75
3466243,plastic,1,2604,4624,1214,2222,1398,2507,0.44
3466288,plastic,1,2604,4624,1185,2214,1482,2514,0.74
3468282,plastic,1,2560,1440,760,691,1873,752,1.84
3473726,plastic,1,2268,4032,1115,1619,1273,2164,0.94
3478474,plastic,1,2250,4000,594,941,1669,2666,20.6
3478574,plastic,1,2250,4000,538,781,1847,2038,18.28
3479696,plastic,1,2250,4000,784,1419,1362,2119,4.5
3488126,plastic,1,4032,2268,1761,977,2082,1339,1.27
3489737,plastic,1,2268,4032,362,1329,1994,2309,17.49
3490986,plastic,1,1836,3264,775,1645,964,2022,1.19
3492282,plastic,1,2268,4032,204,1350,2083,2912,32.1
3492528,plastic,1,1440,2560,618,918,874,1750,5.78
3492533,plastic,1,2268,4032,135,1339,2246,1808,10.83
3492936,plastic,1,2268,4032,980,1682,1380,2819,4.97
3495132,plastic,1,2272,4032,908,1685,1377,2281,3.05
3496765,plastic,1,1602,2848,160,708,1484,1631,26.78
3497398,plastic,1,2268,4032,1033,1855,1251,2334,1.14
3498411,plastic,1,2268,4032,740,1729,1509,2057,2.76
3498495,plastic,1,2250,4000,781,1416,1541,2378,8.12
3498663,plastic,1,2250,4000,587,1306,1644,2550,14.61
3500126,plastic,1,2268,4032,822,1292,1550,2536,9.9
3500819,plastic,1,2268,4032,882,1169,1717,2296,10.29
3501591,plastic,1,2250,4000,784,1275,1506,2888,12.94
3502739,plastic,1,2250,4000,825,1212,1481,2950,12.67
3502806,plastic,1,2268,4032,1131,1818,1216,2196,0.35
3503381,plastic,1,2250,4000,944,1669,1369,2284,2.9
3503597,plastic,1,2250,4000,547,1344,1541,2653,14.46
3504036,plastic,1,2268,4032,970,1421,1531,2460,6.37
3504120,plastic,1,2268,4032,1040,1707,1342,2019,1.03
3504126,plastic,1,4032,2268,1745,926,2318,1463,3.36
3504150,plastic,1,2268,4032,888,1509,1402,2763,7.05
3504269,plastic,1,2268,4032,917,1635,1244,2000,1.31
3504308,plastic,1,2268,4032,1077,1610,1377,1994,1.26
3504783,plastic,1,2250,4000,1037,1975,1166,2294,0.46
3505444,plastic,1,2268,4032,983,1934,1323,2214,1.04
3505719,plastic,1,2322,4128,645,1451,1661,2709,13.33
3505749,plastic,1,2268,4032,1074,1811,1197,2268,0.61
3506844,plastic,1,2268,4032,718,1354,1695,2407,11.25
3507283,plastic,1,2322,4128,955,1696,1632,2509,5.74
3507434,plastic,1,4128,2322,1285,945,2677,1527,8.45
3507633,plastic,1,2268,4032,951,1676,1364,2038,1.63
3508221,plastic,1,2268,4032,750,1777,1496,1959,1.48
3508415,plastic,1,2268,4032,718,1462,1433,2737,9.97
3508703,plastic,1,2322,4128,861,1051,1606,2873,14.16
3509534,plastic,1,2268,4032,810,1748,1131,2060,1.1
3509922,plastic,1,4032,2268,1695,907,2334,1307,2.8
3510577,plastic,1,2268,4032,554,1651,1430,2526,8.38
3510605,plastic,1,2268,4032,895,1660,1465,2548,5.54
3511219,plastic,1,2252,4000,831,1250,1496,2897,12.16
3512063,plastic,1,2252,4000,622,1794,1696,2563,9.17
3512276,plastic,1,3184,5664,190,2155,2804,3376,17.7
3512313,plastic,1,3184,5664,593,1779,2388,4084,22.94
3512373,plastic,1,2268,4032,888,1814,1373,2032,1.16
3512715,plastic,1,2268,4032,983,1874,1188,2271,0.89
3513249,plastic,1,2268,4032,428,1361,1427,2359,10.9
3513381,plastic,1,2268,4032,958,1537,1418,2520,4.94
3514397,plastic,1,1836,3264,765,1517,1074,1821,1.57
3515209,plastic,1,2268,4032,891,1619,1169,2517,2.73
3515416,plastic,1,1836,3264,655,1017,1249,1466,4.45
3515422,plastic,1,2268,4032,854,1326,1229,2583,5.15
3515461,plastic,1,1836,3264,681,1186,1290,1540,3.6
3515585,plastic,1,2268,4032,806,1257,1367,2378,6.88
3518091,plastic,1,2268,4032,832,1792,1600,2407,5.17
3519189,plastic,1,3184,5664,730,1044,2308,4611,31.21
3521600,plastic,1,2252,4000,962,1609,1381,2069,2.14
3522121,plastic,1,2252,4000,425,1087,1821,2484,21.65
3522277,plastic,1,2322,4128,713,1084,1622,2677,15.11
3522349,plastic,1,2252,4000,943,1162,1484,2831,10.02
3522631,plastic,1,2252,4000,843,1466,1406,2263,4.98
3522766,plastic,1,2322,4128,358,784,2251,3528,54.19
3523789,plastic,1,2268,4032,1049,1753,1188,2098,0.52
3523987,plastic,1,2268,4032,1084,1657,1392,2454,2.68
3524462,plastic,1,2252,4000,915,1481,1359,2544,5.24
3525050,plastic,1,2268,4032,1040,1937,1389,2334,1.52
3525454,plastic,1,2268,4032,939,2111,1389,2359,1.22
3526085,plastic,1,2268,4032,797,1663,1370,2277,3.85
3526845,plastic,1,2250,4000,919,1366,1419,2581,6.75
3528412,plastic,1,2268,4032,750,1543,1685,2485,9.63
3528650,plastic,1,2268,4032,737,1452,1443,2514,8.2
3529724,plastic,1,2268,4032,1121,1603,1525,2051,1.98
3530153,plastic,1,1440,2560,556,1212,878,1508,2.59
3530351,plastic,1,3968,2240,1420,666,2771,1636,14.74
3530587,plastic,1,2268,4032,520,1506,1616,2750,14.91
3530645,plastic,1,1440,2560,606,1022,802,1608,3.12
3530680,plastic,1,3968,2240,1376,586,2867,1791,20.21
3530685,plastic,1,4128,2322,700,729,3035,1574,20.58
3530804,plastic,1,2322,4128,384,471,1548,3402,35.59
3531092,plastic,1,2592,4608,1055,1730,1503,2834,4.14
3531598,plastic,1,4608,2592,1289,1015,2858,1584,7.47
3532144,plastic,1,3968,2240,1181,775,2917,1403,12.27
3532208,plastic,1,3968,2240,1184,902,2840,1348,8.31
3532642,plastic,1,2592,4608,824,1822,1746,2732,7.02
3533289,plastic,1,2268,4032,753,1660,1512,2214,4.6
3533912,plastic,1,2322,4128,700,906,1467,3451,20.36
3533992,plastic,1,2268,4032,756,1405,1455,2665,9.63
3534354,plastic,1,2240,3968,861,1488,1546,2297,6.23
3534570,plastic,1,2252,4000,647,1406,1677,2803,15.97
3534648,plastic,1,2322,4128,735,1248,1493,3115,14.76
3535169,plastic,1,2322,4128,561,661,1683,3731,35.94
3535337,plastic,1,2268,4032,976,1748,1222,2158,1.1
3535489,plastic,1,2272,4032,687,895,1333,3090,15.48
3536269,plastic,1,2268,4032,986,1795,1222,2259,1.2
3536372,plastic,1,2240,3968,595,1240,1503,2526,13.14
3537202,plastic,1,2560,1440,1112,530,1822,924,7.59
3537303,plastic,1,2268,4032,832,1288,1332,1868,3.17
3538370,plastic,1,2268,4032,1065,1840,1184,2051,0.27
3539509,plastic,1,2268,4032,869,602,1414,2318,10.23
3539760,plastic,1,2268,4032,1074,1761,1411,2088,1.21
3539948,plastic,1,2268,4032,775,1821,1698,2287,4.7
3541214,plastic,1,2268,4032,775,1503,1525,2284,6.41
3541279,plastic,1,4032,2268,1597,774,2022,1351,2.68
3541362,plastic,1,4032,2268,1317,702,2597,1647,13.23
3541374,plastic,1,2268,4032,1084,1436,1191,2369,1.09
3541502,plastic,1,2268,4032,907,1569,1361,2523,4.74
3542608,plastic,1,2268,4032,1017,1336,1367,2687,5.17
3543473,plastic,1,2268,4032,788,1362,1329,2025,3.92
3543818,plastic,1,2268,4032,874,1909,1326,2205,1.46
3544532,plastic,1,2268,4032,819,1490,1241,2350,3.97
3544931,plastic,1,2268,4032,844,1616,1408,2240,3.85
3545775,plastic,1,2268,4032,668,1399,1632,2788,14.64
3545891,plastic,1,3184,5664,1048,1580,2481,3996,19.2
3545944,plastic,1,3184,5664,601,2137,2503,3527,14.66
3546442,plastic,1,2268,4032,939,1701,1373,2202,2.38
3546750,plastic,1,2268,4032,833,1578,1512,2488,6.76
3546828,plastic,1,2268,4032,699,1332,1683,2580,13.43
3547984,plastic,1,2592,4608,1105,2189,1613,2455,1.13
3549793,plastic,1,2268,4032,822,1544,1452,2466,6.35
3552424,plastic,1,2268,4032,1027,1404,1221,2627,2.59
3553820,plastic,1,2268,4032,789,1786,1493,2218,3.33
3554216,plastic,1,2268,4032,838,1578,1314,2328,3.9
3554326,plastic,1,2322,4128,793,1900,1216,2145,1.08
3555301,plastic,1,2268,4032,1014,1317,1241,2255,2.33
3556514,plastic,1,2268,4032,718,1578,1745,2236,7.39
3557826,plastic,1,2268,4032,1021,1528,1351,1862,1.21
3557889,plastic,1,2268,4032,999,1556,1380,2514,3.99
3558849,plastic,1,2268,4032,743,1720,1588,2041,2.97
3560483,plastic,1,2250,4000,653,466,1591,3212,28.62
3560606,plastic,1,2268,4032,973,660,1244,3413,8.16
3560842,plastic,1,2268,4032,928,1175,1443,2385,6.81
3560909,plastic,1,2268,4032,1036,1651,1465,2079,2.01
3561163,plastic,1,2268,4032,885,1899,1332,2652,3.68
3561340,plastic,1,2268,4032,1033,1818,1471,2214,1.9
3561476,plastic,1,2268,4032,1128,1770,1361,2489,1.83
3564111,plastic,1,2610,4640,968,1519,1472,2287,3.2
3564964,plastic,1,2268,4032,1021,1616,1458,2218,2.88
3565177,plastic,1,2252,4000,712,1847,1474,2603,6.4
3566712,plastic,1,2268,4032,1065,1827,1323,2224,1.12
3568294,plastic,1,2610,4640,330,1446,2146,2780,20.0
3568609,plastic,1,2610,4640,319,1450,2179,2646,18.37
3569022,plastic,1,2610,4640,823,1762,1552,2374,3.68
3569334,plastic,1,2610,4640,1059,1986,1515,2407,1.59
3569370,plastic,1,2610,4640,1106,1642,1638,2132,2.15
3569655,plastic,1,2610,4640,885,1780,1813,2512,5.61
3569662,plastic,1,2610,4640,754,1932,1682,2668,5.64
3570083,plastic,1,2268,4032,1087,1663,1307,2104,1.06
3571904,plastic,1,2248,4000,703,1606,1523,2431,7.52
3572071,plastic,1,2268,4032,863,1521,1485,1994,3.22
3572882,plastic,1,2268,4032,1016,1332,1200,2437,2.22
3573119,plastic,1,1836,3264,829,1237,933,2000,1.32
3573499,plastic,1,2268,4032,992,1622,1298,2533,3.05
3573650,plastic,1,2268,4032,1068,1641,1418,2470,3.17
3574100,plastic,1,2268,4032,873,1484,1521,2145,4.68
3576084,plastic,1,1836,3264,760,1535,1114,1811,1.63
3578455,plastic,1,2592,4608,824,1573,1789,3103,12.36
3579688,plastic,1,1836,3264,732,1466,1039,1661,1.0
3579885,plastic,1,1836,3264,773,1619,966,1953,1.08
3581438,plastic,1,2268,4032,932,1619,1329,2514,3.89
3581527,plastic,1,2268,4032,397,1707,1903,2057,5.76
3582169,plastic,1,2620,4656,1281,1892,1456,3037,1.64
3582532,plastic,1,2250,4000,697,1297,1391,1894,4.6
3586170,plastic,1,2268,4032,942,1588,1383,2196,2.93
3587667,plastic,1,2268,4032,1074,1446,1300,2592,2.83
3587716,plastic,1,2268,4032,841,1568,1474,2608,7.2
3588695,plastic,1,2268,4032,917,1213,1380,2163,4.81
3589852,plastic,1,2340,4160,1017,1918,1180,2460,0.91
3591468,plastic,1,2268,4032,847,1225,1451,2479,8.28
3591483,plastic,1,2268,4032,964,1515,1225,2151,1.82
3591615,plastic,1,2560,1440,922,652,1556,802,2.58
3591631,plastic,1,1440,2560,588,974,858,1592,4.53
3591876,plastic,1,2592,4608,1206,2228,1541,2621,1.1
3591895,plastic,1,2592,4608,1112,1912,1523,2412,1.72
3591900,plastic,1,2592,4608,1163,1760,1660,2416,2.73
3592021,plastic,1,2248,4000,825,1238,1194,2388,4.72
3592427,plastic,1,2268,4032,923,1827,1449,2277,2.59
3592512,plastic,1,1836,3264,668,1462,1160,2027,4.64
3592990,plastic,1,2268,4032,895,1928,1525,2104,1.21
3594247,plastic,1,2268,4032,745,1306,1496,2287,8.06
3594951,plastic,1,2268,4032,929,466,1191,3040,7.37
3594955,plastic,1,2272,4032,397,1206,1639,2974,23.97
3595067,plastic,1,2268,4032,948,1471,1348,2170,3.06
3595202,plastic,1,5312,2988,1905,1311,3225,1668,2.97
3595675,plastic,1,2252,4000,650,1656,1346,3091,11.09
3595694,plastic,1,2268,4032,964,1770,1263,2133,1.19
3596098,plastic,1,2268,4032,841,1446,1418,2564,7.05
3596273,plastic,1,2268,4032,907,1758,1395,2337,3.09
3597000,plastic,1,2268,4032,526,1610,1676,2300,8.68
3597121,plastic,1,2268,4032,895,1613,1496,2570,6.29
3597133,plastic,1,2268,4032,854,1635,1402,2504,5.21
3597150,plastic,1,2268,4032,794,1641,1373,2277,4.03
3597206,plastic,1,2268,4032,775,1528,1411,2262,5.1
3597752,plastic,1,2620,4656,1172,1873,1517,2877,2.84
3597848,plastic,1,2620,4656,979,1928,1674,2794,4.93
3597948,plastic,1,2268,4032,1109,1572,1288,1994,0.83
3598166,plastic,1,4032,2268,961,832,2832,1433,12.3
3598310,plastic,1,2268,4032,844,1591,1414,2608,6.34
3598328,plastic,1,2268,4032,491,1496,1720,2369,11.73
3598455,plastic,1,4032,2268,1780,1096,2262,1235,0.73
3598523,plastic,1,2268,4032,936,1921,1417,2334,2.17
3598576,plastic,1,2268,4032,712,1625,1411,2309,5.23
3598918,plastic,1,1440,2560,594,1064,862,1330,1.93
3598958,plastic,1,2272,4032,841,1273,1396,2498,7.42
3598969,plastic,1,2268,4032,718,1251,1540,2334,9.74
3598984,plastic,1,2268,4032,696,1531,1528,2813,11.66
3599018,plastic,1,2268,4032,643,1169,1625,2678,16.2
3599056,plastic,1,2268,4032,986,1707,1317,2158,1.63
3599085,plastic,1,2268,4032,932,1556,1314,2328,3.22
3599117,plastic,1,2268,4032,1077,1770,1219,2252,0.75
3599264,plastic,1,2268,4032,822,1339,1260,2292,4.56
3599330,plastic,1,2268,4032,630,1496,1676,2548,12.03
3599557,plastic,1,2268,4032,901,1619,1354,2117,2.47
3599560,plastic,1,1440,2560,626,1198,892,1252,0.39
3599657,plastic,1,3184,5664,637,1912,2543,3823,20.2
3599681,plastic,1,1440,2560,454,1100,986,1453,5.09
3600001,plastic,1,1440,2560,556,1096,806,1340,1.65
3600145,plastic,1,2268,4032,986,1326,1295,2602,4.31
3600260,plastic,1,2268,4032,630,1175,1638,2410,13.61
3600261,plastic,1,1440,2560,540,1054,964,1476,4.85
3600380,plastic,1,2268,4032,725,1559,1528,2148,5.17
3600395,plastic,1,2268,4032,821,1540,1405,2366,5.28
3600405,plastic,1,2268,4032,794,1468,1500,2219,5.8
3600421,plastic,1,2268,4032,869,1569,1345,2320,3.91
3600454,plastic,1,2560,1440,816,482,1782,982,13.1
3600702,plastic,1,2268,4032,1112,2025,1440,2347,1.15
3600808,plastic,1,2268,4032,340,1134,1704,2514,20.58
3600828,plastic,1,2268,4032,611,1556,1421,2441,7.84
3600978,plastic,1,2268,4032,652,488,1525,2403,18.28
3600993,plastic,1,2268,4032,567,866,1430,2570,16.08
3601080,plastic,1,2268,4032,863,2007,1474,2246,1.6
3601292,plastic,1,2268,4032,939,1414,1487,3213,10.78
3601370,plastic,1,2268,4032,737,1928,1600,2243,2.97
3601402,plastic,1,2268,4032,962,1080,1428,2665,8.08
3601444,plastic,1,2268,4032,958,1137,1084,3156,2.78
3601452,plastic,1,2268,4032,1084,948,1260,2889,3.74
3601496,plastic,1,1840,3264,821,1298,1009,1953,2.05
3601609,plastic,1,1836,3264,783,1443,1028,1846,1.65
3601660,plastic,1,2252,4000,590,1525,1062,2197,3.52
3601719,plastic,1,2268,4032,781,1786,1298,2296,2.88
3601740,plastic,1,2268,4032,907,1600,1607,2243,4.92
3601771,plastic,1,2268,4032,882,1670,1430,2552,5.29
3601905,plastic,1,2252,4000,425,788,1908,2281,24.58
3601988,plastic,1,2252,4000,378,1350,1643,2556,16.94
3602014,plastic,1,2268,4032,343,1714,1846,2013,4.91
3602058,plastic,1,2268,4032,1345,1232,1521,2804,3.03
3602109,plastic,1,2252,4000,394,722,1862,2072,22.0
3602316,plastic,1,2268,4032,891,1726,1414,1997,1.55
3602488,plastic,1,2268,4032,488,1588,1758,2394,11.19
3602565,plastic,1,2250,4000,891,700,1423,2637,11.45
3602637,plastic,1,2250,4000,125,1306,2056,2556,26.82
3602794,plastic,1,4032,2268,1708,923,2362,1440,3.7
3602921,plastic,1,1836,3264,747,1556,1007,1925,1.6
3603021,plastic,1,2268,4032,904,1918,1402,2211,1.6
3603092,plastic,1,2268,4032,967,1877,1449,2136,1.37
3603119,plastic,1,2268,4032,1008,1093,1307,2668,5.15
3603276,plastic,1,2268,4032,728,1714,1528,2174,4.02
3603357,plastic,1,2268,4032,942,1997,1578,2315,2.21
3603476,plastic,1,2268,4032,917,1610,1421,2196,3.23
3603712,plastic,1,2268,4032,904,841,1203,3257,7.9
3603809,plastic,1,2268,4032,838,1660,1468,2511,5.86
3604010,plastic,1,2268,4032,517,1581,1654,2592,12.57
3604016,plastic,1,2268,4032,882,1663,1436,2807,6.93
3604174,plastic,1,2268,4032,687,1679,1600,2592,9.12
3604183,plastic,1,2268,4032,964,1836,1370,2199,1.61
3604201,plastic,1,1152,2048,442,838,643,1094,2.18
3604215,plastic,1,1152,2048,429,723,662,1016,2.89
3604349,plastic,1,1152,2048,430,846,670,1291,4.53
3604354,plastic,1,2250,4000,1019,1109,1325,2641,5.21
3604450,plastic,1,1152,2048,466,688,686,1283,5.55
3604675,plastic,1,2322,4128,793,1977,1284,2383,2.08
3604762,plastic,1,2252,4000,297,1504,1405,2334,10.21
3604822,plastic,1,2268,4032,945,1421,1295,2451,3.94
3604948,plastic,1,2268,4032,860,1496,1411,2402,5.46
3605003,plastic,1,2268,4032,1077,1351,1342,2337,2.86
3605112,plastic,1,1440,2560,472,716,954,1868,15.06
3605230,plastic,1,2268,4032,1118,1537,1506,2419,3.74
3605291,plastic,1,2252,4000,687,747,1334,2837,15.01
3605310,plastic,1,2252,4000,659,1169,1356,2657,11.51
3605410,plastic,1,2252,4000,812,822,1502,2763,14.87
3605718,plastic,1,2250,4000,953,1775,1309,2219,1.76
3605734,plastic,1,2268,4032,1084,1515,1181,2652,1.21
3605866,plastic,1,2268,4032,1027,1468,1285,2394,2.61
3606375,plastic,1,2268,4032,813,1490,1449,2561,7.45
3606446,plastic,1,2268,4032,783,1890,1510,2400,4.05
3606494,plastic,1,2268,4032,504,1427,1891,2470,15.82
3606707,plastic,1,2268,4032,551,1134,1745,2394,16.45
3606761,plastic,1,2268,4032,1128,1824,1351,2054,0.56
3606981,plastic,1,1836,3264,727,1555,1188,2025,3.62
3607008,plastic,1,2268,4032,621,1256,1493,2674,13.52
3607601,plastic,1,2268,4032,662,947,1752,2441,17.81
3607977,plastic,1,2268,4032,740,1701,1468,2448,5.95
3607979,plastic,1,1152,2048,358,800,717,1163,5.52
3608086,plastic,1,2272,4032,983,1395,1317,2485,3.97
3608177,plastic,1,1152,2048,459,642,651,1125,3.93
3608189,plastic,1,1152,2048,485,781,626,984,1.21
3608408,plastic,1,1152,2048,485,872,578,1165,1.15
3608656,plastic,1,2592,4608,1033,1706,1588,2776,4.97
3608710,plastic,1,2592,4608,821,2102,1764,2945,6.66
3608731,plastic,1,2592,4608,871,2146,1570,2833,4.02
3608972,plastic,1,1152,2048,522,1013,627,1275,1.17
3609105,plastic,1,2268,4032,895,1300,1457,3082,10.95
3609282,plastic,1,2268,4032,923,1320,1414,2451,6.07
3609292,plastic,1,2268,4032,822,1118,1629,2693,13.9
3609419,plastic,1,4032,2268,1562,595,2394,1840,11.33
3609569,plastic,1,1152,2048,416,808,637,1139,3.1
3609711,plastic,1,1152,2048,402,790,661,1342,6.06
3609811,plastic,1,1152,2048,296,819,779,1395,11.79
3609970,plastic,1,2268,4032,772,1310,1506,2051,5.95
3610207,plastic,1,2268,4032,999,1477,1320,2385,3.19
3610520,plastic,1,2272,4032,832,1364,1418,2659,8.28
3610613,plastic,1,2268,4032,964,1657,1225,2230,1.64
3610702,plastic,1,2268,4032,986,1808,1251,2277,1.36
3610837,plastic,1,2268,4032,879,1833,1512,2300,3.23
3610956,plastic,1,2272,4032,763,1336,1525,2677,11.15
3611165,plastic,1,2268,4032,948,2003,1474,2381,2.17
3611168,plastic,1,2268,4032,359,1254,1953,2725,25.64
3611173,plastic,1,2268,4032,463,734,1792,3364,38.22
3611413,plastic,1,2268,4032,734,1622,1632,2844,12.0
3611581,plastic,1,2268,4032,740,925,1673,2425,15.3
3611606,plastic,1,2268,4032,854,1228,1610,2454,10.14
3611728,plastic,1,2268,4032,999,1629,1474,2536,4.71
3612050,plastic,1,2268,4032,759,1789,1487,2394,4.82
3612123,plastic,1,2268,4032,879,1748,1477,2363,4.02
3612203,plastic,1,2268,4032,784,1556,1515,1912,2.85
3612277,plastic,1,2268,4032,850,1688,1405,2236,3.33
3612425,plastic,1,2268,4032,832,1219,1449,1931,4.8
3612497,plastic,1,2268,4032,822,1386,1503,2111,5.4
3612823,plastic,1,2268,4032,952,1723,1151,2255,1.16
3612899,plastic,1,2268,4032,1134,1632,1465,1956,1.17
3612909,plastic,1,2268,4032,854,1694,1480,2189,3.39
3613003,plastic,1,2268,4032,1039,1784,1275,1991,0.53
3613051,plastic,1,2268,4032,1080,1988,1348,2262,0.8
3613099,plastic,1,2268,4032,774,1657,1487,2268,4.76
3613230,plastic,1,2268,4032,1043,1824,1269,2054,0.57
3613304,plastic,1,2268,4032,1106,1877,1314,2076,0.45
3613385,plastic,1,2268,4032,1055,1588,1490,2227,3.04
3613531,plastic,1,2268,4032,936,1874,1285,2224,1.34
